Star,SimbadName,Teff,logg,feh,class,is_host,age_gyr
HD21693,HD21693,5430,4.37,0.0,LMPH,True,14.125375446227611
HD217221,HD217221,5184,4.45,0.01,single,False,15.848931924611108
HD217395,HD217395,5916,4.52,-0.13,single,False,1.7782794100389228
HD21749,HD21749,4723,4.4,-0.02,single,False,0.022387211385683375
HD21759,HD21759,5142,4.49,-0.61,single,False,0.022387211385683375
HD217786,HD217786,5966,4.35,-0.14,HMPH,True,5.011872336272715
HD217958,HD217958,5970,4.45,0.28,HMPH,True,0.1
HD218249,HD218249,5009,4.52,-0.4,single,False,19.952623149688826
HD218340,HD218340,5889,4.42,0.09,single,False,3.981071705534969
HD218379,HD218379,5938,4.11,0.15,single,False,0.011220184543019653
HD218504,HD218504,5962,4.34,-0.55,single,False,11.220184543019654
HD218511,HD218511,4556,4.31,-0.1,single,False,0.008912509381337459
HD218572,HD218572,4785,4.54,-0.56,single,False,0.03548133892335753
HD218750,HD218750,5166,4.39,0.08,single,False,17.78279410038923
HD218885,HD218885,5763,4.46,-0.28,single,False,7.943282347242854
HD219077,HD219077,5362,4.0,-0.13,HMPH,True,12.589254117941662
HD219249,HD219249,5482,4.5,-0.4,single,False,10.0
HD21938,HD21938,5778,4.38,-0.47,single,False,0.017782794100389226
HD219495,HD219495,4787,4.4,0.13,single,False,0.01995262314968879
HD21977,HD21977,5930,4.45,0.1,single,False,2.238721138568338
HD220256,HD220256,5144,4.41,-0.1,single,False,19.952623149688826
HD220339,HD220339,5029,4.55,-0.35,single,False,17.78279410038923
HD220367,HD220367,6128,4.37,-0.21,single,False,5.011872336272715
HD220456,HD220456,5887,4.5,-0.02,single,False,0.15848931924611176
HD22049,HD22049,5153,4.53,-0.11,single,False,7.943282347242854
HD220507,HD220507,5698,4.29,0.01,single,False,0.01995262314968879
HD220894,HD220894,6282,4.6,0.02,single,False,0.0630957344480193
HD221146,HD221146,5876,4.27,0.08,single,False,0.01995262314968879
HD221287,HD221287,6374,4.62,0.04,HMPH,True,0.056234132519034905
HD221343,HD221343,5848,4.54,0.11,single,False,0.03981071705534969
HD221356,HD221356,6112,4.53,-0.2,single,False,0.03548133892335753
HD221420,HD221420,5847,4.03,0.33,HMPH,True,5.623413251903491
HD221580,HD221580,5322,2.68,-1.13,single,False,0.5623413251903491
HD221638,HD221638,6360,4.53,-0.21,single,False,0.056234132519034905
HD22177,HD22177,5666,4.26,0.2,single,False,7.943282347242854
HD221974,HD221974,5170,4.3,0.3,single,False,0.015848931924611172
HD222237,HD222237,4780,4.37,-0.38,HMPH,True,0.012589254117941687
HD222335,HD222335,5271,4.49,-0.2,single,False,0.03162277660168379
HD222422,HD222422,5475,4.46,-0.12,single,False,8.91250938133744
HD22249,HD22249,5773,4.63,-0.06,single,False,0.03981071705534969
HD222582,HD222582,5779,4.37,-0.01,HMPH,True,7.079457843841373
HD222595,HD222595,5648,4.46,0.01,single,False,5.623413251903491
HD222669,HD222669,5894,4.46,0.05,single,False,2.238721138568338
HD222721,HD222721,5361,4.43,-0.31,single,False,19.952623149688826
HD22282,HD22282,5433,4.32,0.12,single,False,12.589254117941662
HD223121,HD223121,5077,4.34,0.05,single,False,0.015848931924611172
HD223171,HD223171,5841,4.2,0.12,single,False,0.015848931924611172
HD223272,HD223272,5118,4.41,0.13,single,False,17.78279410038923
HD223282,HD223282,5328,4.49,-0.41,single,False,14.125375446227611
HD223315,HD223315,5650,4.44,0.3,single,False,3.5481338923357604
HD223854,HD223854,6080,4.08,-0.54,single,False,10.0
HD224047,HD224047,5167,4.43,-0.23,single,False,0.022387211385683375
HD224063,HD224063,5591,4.27,0.14,single,False,10.0
HD224230,HD224230,4944,4.47,-0.1,single,False,0.028183829312644664
HD224287,HD224287,5330,4.38,-0.29,single,False,0.017782794100389226
HD224347,HD224347,6092,4.27,-0.42,single,False,0.014125375446227554
HD224393,HD224393,5774,4.54,-0.38,single,False,3.5481338923357604
HD224432,HD224432,4828,4.38,-0.06,single,False,0.015848931924611172
HD224433,HD224433,5527,4.42,0.09,single,False,0.028183829312644664
HD224578,HD224578,6158,4.67,-0.01,single,False,0.07943282347242822
HD224619,HD224619,5436,4.39,-0.2,single,False,0.022387211385683375
HD224685,HD224685,5504,4.47,-0.4,single,False,12.589254117941662
HD224789,HD224789,5185,4.44,-0.03,single,False,0.028183829312644664
HD224817,HD224817,5894,4.36,-0.53,single,False,12.589254117941662
HD225297,HD225297,6181,4.55,-0.09,single,False,0.4466835921509635
HD22610,HD22610,5043,4.44,-0.22,single,False,0.028183829312644664
HD22879,HD22879,5884,4.52,-0.82,single,False,8.91250938133744
HD22897,HD22897,4837,4.44,-0.25,single,False,0.022387211385683375
HD22918,HD22918,4924,3.61,0.02,single,False,7.943282347242854
HD23030,HD23030,5951,4.37,0.2,single,False,2.5118864315095926
HD23079,HD23079,5980,4.48,-0.12,HMPH,True,0.028183829312644664
HD23249,HD23249,5150,3.89,0.13,single,False,0.002238721138568342
HD23356,HD23356,5004,4.5,-0.17,single,False,15.848931924611108
HD23456,HD23456,6178,4.56,-0.32,single,False,0.028183829312644664
HD23472,HD23472,4813,4.38,-0.19,LMPH,True,0.015848931924611172
HD23901,HD23901,5264,3.93,-0.4,single,False,0.001995262314968883
HD24062,HD24062,6107,4.62,0.28,single,False,0.07943282347242822
HD24085,HD24085,6065,4.47,0.17,LMPH,True,0.7943282347242822
HD24112,HD24112,6175,4.35,0.16,single,False,0.022387211385683375
HD24331,HD24331,4965,4.51,-0.31,single,False,19.952623149688826
HD24558,HD24558,5274,4.4,-0.47,single,False,0.015848931924611172
HD24633,HD24633,5276,4.36,-0.04,single,False,19.952623149688826
HD24892,HD24892,5363,3.99,-0.32,single,False,0.002818382931264455
HD25061,HD25061,5243,4.42,0.07,single,False,0.025118864315095822
HD25105,HD25105,5316,4.47,-0.15,single,False,0.028183829312644664
HD25120,HD25120,5134,4.47,-0.18,single,False,15.848931924611108
HD25171,HD25171,6160,4.43,-0.11,HMPH,True,1.1220184543019653
HD25357,HD25357,5117,4.72,-0.03,single,False,0.07079457843841373
HD25565,HD25565,5212,4.47,0.03,single,False,12.589254117941662
HD25587,HD25587,6258,4.61,-0.12,single,False,0.028183829312644664
HD2567,HD2567,6038,4.44,0.22,single,False,0.07943282347242822
HD25673,HD25673,5136,4.47,-0.5,single,False,0.022387211385683375
HD25704,HD25704,5942,4.52,-0.83,single,False,7.943282347242854
HD25912,HD25912,5900,4.52,0.12,HMPH,True,0.03548133892335753
HD2638,HD2638,5198,4.43,0.12,HMPH,True,14.125375446227611
HD26430,HD26430,4948,4.37,-0.26,single,False,0.017782794100389226
HD26729,HD26729,5718,4.17,0.31,single,False,7.943282347242854
HD26887,HD26887,6016,4.46,-0.35,single,False,3.5481338923357604
HD26965A,HD26965,5153,4.39,-0.31,single,False,0.01995262314968879
HD27063,HD27063,5767,4.44,0.05,single,False,5.011872336272715
HD27471,HD27471,5871,4.25,0.11,single,False,5.011872336272715
HD2768,HD2768,5548,4.4,-0.03,single,False,10.0
HD27894,HD27894,4952,4.39,0.2,HMPH,True,0.022387211385683375
HD28185,HD28185,5667,4.42,0.21,HMPH,True,3.981071705534969
HD28254,HD28254,5653,4.15,0.36,HMPH,True,0.014125375446227554
HD283,HD283,5157,4.51,-0.54,single,False,0.028183829312644664
HD28471,HD28471,5745,4.37,-0.05,LMPH,True,7.943282347242854
HD28701,HD28701,5710,4.41,-0.32,single,False,11.220184543019654
HD28807,HD28807,6602,4.67,0.06,single,False,0.04466835921509635
HD28821,HD28821,5660,4.38,-0.12,single,False,8.91250938133744
HD28969,HD28969,6255,4.68,-0.01,single,False,0.07079457843841373
HD290038,HD290038,5006,4.42,0.01,single,False,0.025118864315095822
HD290327,HD290327,5505,4.41,-0.14,HMPH,True,11.220184543019654
HD29137,HD29137,5768,4.28,0.3,single,False,6.309573444801943
HD291763,HD291763,4987,4.5,-0.61,single,False,0.022387211385683375
HD29263,HD29263,5780,4.35,0.03,single,False,7.943282347242854
HD29303,HD29303,5819,4.52,-0.12,single,False,0.03162277660168379
HD29428,HD29428,5743,4.48,-0.06,single,False,2.8183829312644493
HD297396,HD297396,4717,4.3,0.06,single,False,0.011220184543019653
HD29980,HD29980,6019,4.71,0.12,single,False,0.07943282347242822
HD29985,HD29985,4678,4.39,-0.22,HMPH,True,0.015848931924611172
HD30053,HD30053,6139,4.51,-0.22,single,False,0.03548133892335753
HD30177,HD30177,5601,4.34,0.37,HMPH,True,0.022387211385683375
HD30278,HD30278,5394,4.39,-0.17,single,False,14.125375446227611
HD30306,HD30306,5529,4.32,0.17,single,False,10.0
HD30523,HD30523,4662,4.57,-0.16,single,False,15.848931924611108
HD30669,HD30669,5400,4.37,0.13,HMPH,True,11.220184543019654
HD30858,HD30858,5182,4.45,-0.13,single,False,15.848931924611108
HD309701,HD309701,4814,4.39,-0.3,single,False,0.015848931924611172
HD31103,HD31103,6078,4.49,0.09,single,False,0.07943282347242822
HD31128,HD31128,6096,4.9,-1.39,single,False,0.028183829312644664
HD31527,HD31527,5898,4.45,-0.17,LMPH,True,5.011872336272715
HD31532,HD31532,5896,4.07,-0.08,single,False,7.079457843841373
HD31560,HD31560,4751,4.33,-0.07,single,False,0.014125375446227554
HD31822,HD31822,6042,4.57,-0.19,single,False,0.03162277660168379
HD3220,HD3220,5846,4.51,-0.22,single,False,3.5481338923357604
HD3229,HD3229,6583,4.14,-0.09,single,False,2.238721138568338
HD323631,HD323631,4984,4.44,-0.28,single,False,0.022387211385683375
HD324492,HD324492,4962,4.15,-0.27,single,False,0.006309573444801942
HD326267,HD326267,4719,4.31,-0.26,single,False,0.01
HD32724,HD32724,5818,4.26,-0.17,single,False,8.91250938133744
HD32804,HD32804,5910,4.53,0.06,single,False,0.03548133892335753
HD329788,HD329788,5151,4.35,-0.08,single,False,19.952623149688826
HD330075,HD330075,5025,4.32,0.03,HMPH,True,0.014125375446227554
HD33081,HD33081,6399,4.56,-0.16,single,False,0.056234132519034905
HD33473A,HD33473,5740,3.97,-0.13,single,False,7.943282347242854
HD33725,HD33725,5274,4.41,-0.17,single,False,15.848931924611108
HD33811,HD33811,5554,4.39,0.3,single,False,7.079457843841373
HD33822,HD33822,5726,4.29,0.26,single,False,7.079457843841373
HD34327,HD34327,5883,4.2,-0.06,single,False,7.943282347242854
HD34449,HD34449,5848,4.5,-0.09,single,False,1.1220184543019653
HD34688,HD34688,5169,4.44,-0.2,single,False,17.78279410038923
HD3569,HD3569,5155,4.54,-0.32,single,False,14.125375446227611
HD35854,HD35854,4928,4.46,-0.13,single,False,0.028183829312644664
HD36003,HD36003,4647,4.31,-0.2,single,False,0.011220184543019653
HD36051,HD36051,6118,4.63,-0.08,single,False,0.12589254117941714
HD361,HD361,5913,4.6,-0.12,single,False,0.050118723362727456
HD36108,HD36108,5916,4.33,-0.21,single,False,0.01995262314968879
HD36179,HD36179,5327,4.45,-0.08,single,False,12.589254117941662
HD36379,HD36379,6030,4.3,-0.17,single,False,5.011872336272715
HD37226,HD37226,6178,4.16,-0.12,single,False,3.981071705534969
HD37548,HD37548,5950,4.26,-0.04,single,False,7.079457843841373
HD37962,HD37962,5718,4.48,-0.2,single,False,7.079457843841373
HD37986,HD37986,5507,4.29,0.26,single,False,11.220184543019654
HD37990,HD37990,6215,4.56,0.0,single,False,0.07079457843841373
HD38078,HD38078,5651,4.47,-0.29,single,False,8.91250938133744
HD3808,HD3808,5572,4.46,-0.17,single,False,0.028183829312644664
HD3823,HD3823,6022,4.31,-0.28,single,False,7.943282347242854
HD38265,HD38265,5549,4.43,-0.14,single,False,8.91250938133744
HD38277,HD38277,5871,4.34,-0.07,single,False,6.309573444801943
HD38355,HD38355,5314,4.35,0.09,single,False,14.125375446227611
HD38382,HD38382,6082,4.45,0.03,single,False,0.7943282347242822
HD38385,HD38385,7212,4.61,0.09,single,False,0.056234132519034905
HD38510,HD38510,5914,4.32,-0.81,single,False,0.014125375446227554
HD38772,HD38772,6106,4.37,-0.23,single,False,5.623413251903491
HD38858,HD38858,5733,4.51,-0.22,single,False,3.981071705534969
HD38973,HD38973,6016,4.42,0.05,single,False,2.238721138568338
HD39091,HD39091,6003,4.42,0.09,HMPH,True,2.5118864315095926
HD39194,HD39194,5205,4.53,-0.61,LMPH,True,19.952623149688826
HD39427,HD39427,5682,4.52,-0.18,single,False,4.466835921509653
HD3964,HD3964,5729,4.5,0.05,single,False,1.9952623149688828
HD40105,HD40105,5137,3.85,0.06,single,False,0.001778279410038923
HD4021,HD4021,5831,4.71,0.02,single,False,0.03548133892335753
HD40307,HD40307,4977,4.47,-0.31,LMPH,True,0.03162277660168379
HD40397,HD40397,5527,4.39,-0.13,single,False,11.220184543019654
HD40483,HD40483,6371,4.39,-0.06,single,False,0.5623413251903491
HD40503,HD40503,4953,4.29,-0.03,single,False,0.012589254117941687
HD40865,HD40865,5719,4.5,-0.38,single,False,5.011872336272715
HD41087,HD41087,5562,4.52,-0.13,single,False,5.623413251903491
HD41248,HD41248,5713,4.49,-0.37,single,False,7.079457843841373
HD41323,HD41323,5756,4.56,-0.31,single,False,0.8912509381337477
HD4208,HD4208,5599,4.44,-0.28,HMPH,True,11.220184543019654
HD42505,HD42505,4738,4.4,-0.22,single,False,0.017782794100389226
HD4307,HD4307,5812,4.1,-0.23,single,False,11.220184543019654
HD4308,HD4308,5644,4.38,-0.34,LMPH,True,14.125375446227611
HD43197,HD43197,5449,4.3,0.36,HMPH,True,0.01995262314968879
HD44120,HD44120,6052,4.25,0.12,single,False,3.1622776601683795
HD44219,HD44219,5766,4.2,0.04,HMPH,True,10.0
HD44420,HD44420,5818,4.37,0.29,single,False,3.981071705534969
HD44447,HD44447,5999,4.37,-0.22,single,False,7.079457843841373
HD4457,HD4457,5015,4.53,-0.37,single,False,19.952623149688826
HD44573,HD44573,5071,4.48,-0.07,single,False,15.848931924611108
HD44594,HD44594,5840,4.38,0.15,single,False,3.5481338923357604
HD44804,HD44804,5366,4.48,0.03,single,False,8.91250938133744
HD45184,HD45184,5869,4.47,0.04,LMPH,True,1.7782794100389228
HD45289,HD45289,5717,4.32,-0.02,single,False,10.0
HD45364,HD45364,5434,4.38,-0.17,HMPH,True,14.125375446227611
HD457,HD457,6089,4.43,0.34,HMPH,True,0.07943282347242822
HD4597,HD4597,6025,4.43,-0.39,single,False,5.011872336272715
HD45977,HD45977,4689,4.3,0.03,single,False,0.012589254117941687
HD47186,HD47186,5675,4.36,0.23,HMPH,True,6.309573444801943
HD48115,HD48115,5825,4.48,-0.19,single,False,5.011872336272715
HD4838,HD4838,4704,4.63,-0.21,single,False,11.220184543019654
HD48611,HD48611,5337,4.51,-0.36,single,False,12.589254117941662
HD49035,HD49035,5640,4.35,0.24,single,False,7.079457843841373
HD4915,HD4915,5658,4.52,-0.21,single,False,6.309573444801943
HD50590,HD50590,4870,4.39,-0.22,single,False,0.017782794100389226
HD50806,HD50806,5633,4.11,0.03,single,False,11.220184543019654
HD51608,HD51608,5358,4.36,-0.07,LMPH,True,15.848931924611108
HD51754,HD51754,5848,4.49,-0.55,single,False,7.079457843841373
HD52265,HD52265,6136,4.36,0.21,HMPH,True,0.03162277660168379
HD52449,HD52449,6362,4.55,0.12,single,False,0.056234132519034905
HD52919,HD52919,4698,4.37,-0.17,single,False,0.015848931924611172
HD5349,HD5349,5092,3.88,0.43,single,False,10.0
HD5388,HD5388,6311,4.24,-0.28,single,False,5.011872336272715
HD54521,HD54521,5973,4.54,-0.01,single,False,0.07943282347242822
HD55,HD55,4679,4.51,-0.66,single,False,0.028183829312644664
HD55693,HD55693,5914,4.43,0.29,single,False,0.028183829312644664
HD56274,HD56274,5734,4.51,-0.54,single,False,7.943282347242854
HD56380,HD56380,5317,4.35,-0.42,single,False,0.014125375446227554
HD564,HD564,5902,4.53,-0.2,HMPH,True,1.1220184543019653
HD57568,HD57568,4821,4.51,-0.47,single,False,0.028183829312644664
HD58489,HD58489,4800,4.33,0.1,single,False,0.015848931924611172
HD58676,HD58676,5104,4.37,-0.02,single,False,0.015848931924611172
HD59468,HD59468,5618,4.39,0.03,single,False,10.0
HD59711A,HD59711A,5722,4.46,-0.12,single,False,4.466835921509653
HD59984,HD59984,5962,4.18,-0.69,single,False,12.589254117941662
HD61051,HD61051,5363,4.37,-0.1,single,False,15.848931924611108
HD61383,HD61383,5716,4.2,-0.49,single,False,0.008912509381337459
HD61447,HD61447,5637,4.37,0.17,single,False,6.309573444801943
HD61902,HD61902,6209,4.38,-0.62,single,False,6.309573444801943
HD61986,HD61986,5725,4.48,-0.34,single,False,7.079457843841373
HD62128,HD62128,5828,4.22,0.33,single,False,6.309573444801943
HD62364,HD62364,6255,4.47,-0.11,HMPH,True,0.31622776601683794
HD62847,HD62847,5362,4.48,-0.25,single,False,15.848931924611108
HD62849,HD62849,5338,3.59,-0.17,single,False,2.8183829312644493
HD63454,HD63454,4840,4.3,0.06,HMPH,True,0.01
HD6348,HD6348,5107,4.51,-0.56,single,False,0.03162277660168379
HD63685,HD63685,5497,4.05,0.0,single,False,12.589254117941662
HD63754,HD63754,6200,4.21,0.21,single,False,0.01995262314968879
HD63765,HD63765,5432,4.42,-0.16,HMPH,True,11.220184543019654
HD64640,HD64640,5174,4.31,0.18,single,False,19.952623149688826
HD65216,HD65216,5612,4.44,-0.17,HMPH,True,0.025118864315095822
HD65277,HD65277,4802,4.43,-0.31,single,False,0.01995262314968879
HD65562,HD65562,5076,4.39,-0.1,single,False,0.017782794100389226
HD65907A,HD65907A,5945,4.52,-0.31,single,False,1.2589254117941662
HD65982,HD65982,5947,4.42,-0.1,single,False,3.1622776601683795
HD66039,HD66039,6149,4.52,0.17,single,False,0.6309573444801944
HD66040,HD66040,5226,4.34,0.35,single,False,0.017782794100389226
HD66168,HD66168,6198,4.69,-0.03,single,False,0.07943282347242822
HD66221,HD66221,5635,4.4,0.17,single,False,5.623413251903491
HD66340,HD66340,5284,4.36,0.03,single,False,17.78279410038923
HD66428,HD66428,5705,4.31,0.25,HMPH,True,7.079457843841373
HD6673,HD6673,4960,4.49,-0.26,single,False,0.028183829312644664
HD66740,HD66740,6666,4.49,0.04,single,False,0.03981071705534969
HD66838,HD66838,5392,4.29,0.03,single,False,0.015848931924611172
HD67,HD67,5746,4.56,0.03,single,False,0.04466835921509635
HD6718,HD6718,5723,4.44,-0.07,single,False,5.623413251903491
HD67200,HD67200,6105,4.44,0.32,single,False,0.08912509381337495
HD6735,HD6735,6082,4.49,-0.06,single,False,0.07943282347242822
HD67458,HD67458,5891,4.53,-0.16,single,False,1.2589254117941662
HD68089,HD68089,5597,4.53,-0.77,single,False,14.125375446227611
HD68284,HD68284,5933,4.08,-0.5,single,False,0.007943282347242822
HD68287,HD68287,6318,4.63,0.06,single,False,0.056234132519034905
HD68607,HD68607,5215,4.41,0.07,single,False,0.022387211385683375
HD68978A,HD68978A,5965,4.48,0.04,single,False,0.4466835921509635
HD69611,HD69611,5762,4.31,-0.58,single,False,15.848931924611108
HD69655,HD69655,5961,4.44,-0.18,single,False,5.011872336272715
HD69830,HD69830,5402,4.4,-0.06,LMPH,True,14.125375446227611
HD70642,HD70642,5668,4.4,0.18,HMPH,True,5.011872336272715
HD70889,HD70889,6051,4.49,0.11,single,False,0.08912509381337495
HD70903,HD70903,5118,4.52,-0.43,single,False,19.952623149688826
HD71334,HD71334,5694,4.37,-0.09,single,False,8.91250938133744
HD7134,HD7134,5940,4.41,-0.29,single,False,6.309573444801943
HD71479,HD71479,6026,4.42,0.24,single,False,0.2818382931264461
HD71685,HD71685,6038,4.58,-0.37,single,False,0.050118723362727456
HD71835,HD71835,5438,4.39,-0.04,single,False,12.589254117941662
HD7199,HD7199,5386,4.34,0.28,HMPH,True,12.589254117941662
HD72374,HD72374,5767,4.35,-0.09,single,False,7.943282347242854
HD72579,HD72579,5449,4.27,0.2,single,False,12.589254117941662
HD72659,HD72659,5926,4.24,-0.02,HMPH,True,7.079457843841373
HD72673,HD72673,5243,4.46,-0.41,single,False,19.952623149688826
HD72769,HD72769,5640,4.35,0.3,single,False,7.079457843841373
HD73121,HD73121,6091,4.3,0.09,single,False,0.022387211385683375
HD73256,HD73256,5526,4.42,0.23,HMPH,True,6.309573444801943
HD73267,HD73267,5373,4.37,0.05,HMPH,True,0.017782794100389226
HD73524,HD73524,6017,4.43,0.16,single,False,0.028183829312644664
HD73583,HD73583,4695,4.5,-0.21,LMPH,True,0.028183829312644664
HD74014,HD74014,5561,4.33,0.22,single,False,8.91250938133744
HD7449,HD7449,6024,4.51,-0.11,HMPH,True,0.6309573444801944
HD74698,HD74698,5783,4.27,0.07,HMPH,True,0.01995262314968879
HD74957,HD74957,5915,4.54,-0.18,single,False,0.7943282347242822
HD750,HD750,5060,4.39,-0.29,single,False,0.017782794100389226
HD75289,HD75289,6161,4.37,0.3,HMPH,True,0.5623413251903491
HD75328,HD75328,6003,4.46,-0.23,single,False,3.5481338923357604
HD75530,HD75530,5311,4.48,-0.54,single,False,19.952623149688826
HD75745,HD75745,5885,4.29,-0.78,single,False,0.012589254117941687
HD75881,HD75881,6239,4.44,0.07,single,False,0.07079457843841373
HD76151,HD76151,5788,4.48,0.12,single,False,2.238721138568338
HD76188,HD76188,5989,4.08,-0.44,single,False,8.91250938133744
HD76440,HD76440,5764,4.43,-0.01,single,False,5.011872336272715
HD77110,HD77110,5717,4.48,-0.5,single,False,10.0
HD78429,HD78429,5760,4.33,0.09,single,False,0.022387211385683375
HD78538,HD78538,5786,4.5,-0.03,single,False,1.0
HD78558,HD78558,5711,4.36,-0.44,single,False,12.589254117941662
HD78612,HD78612,5834,4.27,-0.24,single,False,0.015848931924611172
HD78747,HD78747,5788,4.44,-0.67,single,False,11.220184543019654
HD78964B,HD78964,5195,4.5,0.1,single,False,0.03548133892335753
HD79601,HD79601,5825,4.32,-0.59,single,False,14.125375446227611
HD8038,HD8038,5694,4.45,0.15,single,False,3.5481338923357604
HD80883,HD80883,5233,4.44,-0.25,HMPH,True,0.025118864315095822
HD81639,HD81639,5522,4.4,-0.17,single,False,11.220184543019654
HD81700,HD81700,5882,4.53,0.12,single,False,0.03548133892335753
HD81767,HD81767,4978,4.46,0.05,single,False,0.028183829312644664
HD82114,HD82114,5912,4.2,0.01,single,False,0.015848931924611172
HD82342,HD82342,4820,4.41,-0.54,single,False,0.017782794100389226
HD82516,HD82516,5104,4.46,0.01,single,False,17.78279410038923
HD82783,HD82783,5318,4.41,0.21,single,False,11.220184543019654
HD82943,HD82943,5989,4.43,0.26,HMPH,True,0.07079457843841373
HD8326,HD8326,4971,4.48,0.02,HMPH,True,19.952623149688826
HD83443,HD83443,5511,4.43,0.34,HMPH,True,6.309573444801943
HD83529,HD83529,5902,4.35,-0.22,single,False,8.91250938133744
HD8389A,HD8389A,5283,4.37,0.34,single,False,0.025118864315095822
HD8406,HD8406,5726,4.5,-0.1,single,False,1.9952623149688828
HD84305,HD84305,5963,4.51,-0.23,single,False,1.7782794100389228
HD84627B,HD84627,6113,4.5,-0.28,single,False,0.7079457843841402
HD85119,HD85119,5425,4.52,-0.2,single,False,10.0
HD8535,HD8535,6158,4.42,0.04,HMPH,True,1.1220184543019653
HD85390,HD85390,5186,4.41,-0.07,LMPH,True,19.952623149688826
HD85512,HD85512,4715,4.39,-0.32,single,False,0.017782794100389226
HD85725,HD85725,5986,3.95,0.15,single,False,4.466835921509653
HD86065,HD86065,5026,4.5,-0.06,HMPH,True,14.125375446227611
HD86140,HD86140,4903,4.55,-0.25,single,False,19.952623149688826
HD86171,HD86171,5400,4.47,-0.25,single,False,15.848931924611108
HD8638,HD8638,5507,4.43,-0.38,single,False,14.125375446227611
HD86652,HD86652,5934,4.47,0.13,single,False,1.2589254117941662
HD870,HD870,5381,4.42,-0.1,single,False,12.589254117941662
HD87320,HD87320,5639,4.41,-0.17,single,False,10.0
HD87521,HD87521,4854,4.37,-0.04,single,False,0.022387211385683375
HD87838,HD87838,6118,4.47,-0.4,single,False,0.025118864315095822
HD88084,HD88084,5766,4.42,-0.1,single,False,5.623413251903491
HD88218,HD88218,5878,4.16,-0.14,single,False,0.011220184543019653
HD8828,HD8828,5403,4.46,-0.16,single,False,10.0
HD88474,HD88474,6122,3.91,-0.48,single,False,0.005011872336272725
HD8859,HD8859,5502,4.41,-0.09,single,False,11.220184543019654
HD88656,HD88656,5150,4.44,-0.11,single,False,17.78279410038923
HD88725,HD88725,5654,4.49,-0.64,single,False,11.220184543019654
HD88742,HD88742,5981,4.52,-0.02,single,False,0.08912509381337495
HD88885,HD88885,5361,4.46,-0.11,single,False,11.220184543019654
HD8912,HD8912,5211,4.43,-0.07,single,False,17.78279410038923
HD89147,HD89147,5310,4.45,-0.09,single,False,12.589254117941662
HD8930,HD8930,5687,4.52,-0.23,single,False,4.466835921509653
HD89454,HD89454,5728,4.47,0.12,single,False,3.1622776601683795
HD89668,HD89668,4811,4.45,-0.11,single,False,0.028183829312644664
HD89749,HD89749,5443,4.48,-0.29,single,False,12.589254117941662
HD89839,HD89839,6314,4.49,0.04,HMPH,True,0.056234132519034905
HD8985,HD8985,6473,4.96,-0.01,single,False,0.056234132519034905
HD89920,HD89920,4827,4.32,-0.03,single,False,0.014125375446227554
HD89965,HD89965,5039,4.48,-0.09,single,False,17.78279410038923
HD90081,HD90081,5912,4.34,-0.2,single,False,0.01995262314968879
HD90133,HD90133,5064,4.42,-0.16,single,False,0.022387211385683375
HD90156,HD90156,5599,4.48,-0.24,LMPH,True,8.91250938133744
HD90422,HD90422,6085,4.14,-0.62,single,False,10.0
HD90702,HD90702,5760,4.56,0.2,single,False,0.12589254117941714
HD90711,HD90711,5444,4.4,0.24,single,False,8.91250938133744
HD90722,HD90722,5711,4.28,0.31,single,False,7.079457843841373
HD90812,HD90812,5164,4.48,-0.36,single,False,0.028183829312644664
HD90926,HD90926,5538,4.35,0.13,single,False,8.91250938133744
HD90936,HD90936,5928,4.48,0.03,single,False,0.8912509381337477
HD91267,HD91267,4928,4.48,-0.06,single,False,19.952623149688826
HD91345,HD91345,5658,4.53,-1.04,single,False,17.78279410038923
HD91379,HD91379,6164,4.41,-0.29,single,False,3.5481338923357604
HD9246,HD9246,4999,4.49,-0.53,single,False,0.025118864315095822
HD92547,HD92547,6020,4.45,-0.37,single,False,3.981071705534969
HD92588,HD92588,5199,3.79,0.04,single,False,7.079457843841373
HD92719,HD92719,5824,4.51,-0.1,single,False,0.03162277660168379
HD92788,HD92788,5744,4.39,0.27,HMPH,True,4.466835921509653
HD93083,HD93083,5105,4.43,0.09,HMPH,True,15.848931924611108
HD93351,HD93351,5408,4.41,-0.23,HMPH,True,0.022387211385683375
HD93380,HD93380,4649,4.35,-0.72,single,False,0.011220184543019653
HD93385,HD93385,5977,4.42,0.02,LMPH,True,2.8183829312644493
HD93745,HD93745,6065,4.34,0.12,single,False,0.025118864315095822
HD93932,HD93932,5950,4.3,0.05,single,False,6.309573444801943
HD94151,HD94151,5583,4.38,0.04,single,False,11.220184543019654
HD94444,HD94444,5998,4.34,-0.62,single,False,0.014125375446227554
HD94771,HD94771,5631,4.03,0.22,HMPH,True,7.943282347242854
HD94964,HD94964,6139,4.55,-0.07,single,False,0.07079457843841373
HD95456,HD95456,6276,4.35,0.16,single,False,0.8912509381337477
HD95521,HD95521,5773,4.49,-0.15,single,False,0.03162277660168379
HD95533,HD95533,5366,4.36,0.16,single,False,12.589254117941662
HD95542,HD95542,5984,4.52,-0.04,single,False,0.08912509381337495
HD9578,HD9578,6055,4.52,0.11,single,False,0.08912509381337495
HD95860,HD95860,6054,4.48,-0.31,single,False,2.5118864315095926
HD95922,HD95922,6293,4.63,-0.06,single,False,0.07079457843841373
HD9608,HD9608,5954,4.43,-0.26,single,False,5.623413251903491
