Star,SimbadName,Teff,logg,feh,class,is_host,age_gyr,rbirth_kpc
HD11226,HD11226,6098,4.35,0.04,single,False,3.5481338923357604,4.16206930310749
HD113513,HD113513,5751,4.54,0.17,single,False,1.584893192461111,3.693141768126263
HD114561,HD114561,5829,4.5,-0.07,single,False,0.8912509381337477,7.511614108322888
HD114613,HD114613,5729,3.97,0.19,single,False,6.309573444801943,2.123827538628812
HD114853,HD114853,5705,4.44,-0.23,single,False,10.0,5.419452607851211
HD11505,HD11505,5752,4.38,-0.22,HMPH,True,11.220184543019654,5.243949484132122
HD115499,HD115499,5542,4.45,0.07,single,False,7.943282347242854,3.1259480349513415
HD115617,HD115617,5558,4.36,-0.02,single,False,12.589254117941662,3.7851589518576745
HD115773,HD115773,6312,4.23,-0.08,single,False,3.1622776601683795,5.675580388494991
HD115902,HD115902,5705,4.39,-0.01,single,False,7.943282347242854,3.8092922718581086
HD116259,HD116259,5700,4.21,0.11,single,False,7.943282347242854,2.784275924453132
HD116284,HD116284,5213,3.87,-0.01,single,False,10.0,3.7174468431842342
HD116410,HD116410,5939,4.43,0.23,single,False,0.4466835921509635,4.041646646469274
HD117105,HD117105,5889,4.41,-0.29,single,False,7.079457843841373,6.388782352049265
HD117618,HD117618,5990,4.41,0.03,HMPH,True,3.1622776601683795,4.435996068357107
HD118563,HD118563,5477,4.45,-0.04,single,False,8.91250938133744,3.9965055772221127
HD119629,HD119629,6250,4.17,-0.17,single,False,3.5481338923357604,6.469103010131517
HD11964A,HD11964A,5332,3.9,0.08,single,False,10.0,3.021171787113957
HD119949,HD119949,6359,4.47,-0.41,single,False,1.4125375446227613,11.230360287326413
HD120362,HD120362,5517,4.51,0.1,single,False,4.466835921509653,3.243420213112328
HD121004,HD121004,5687,4.48,-0.71,single,False,10.0,9.132919458278167
HD121504,HD121504,6022,4.49,0.14,HMPH,True,0.1,5.822243208390846
HD122474,HD122474,5716,4.37,0.13,single,False,5.623413251903491,2.748083928239942
HD122862,HD122862,5982,4.23,-0.12,single,False,6.309573444801943,5.010500484988103
HD123619,HD123619,6166,4.45,-0.32,single,False,2.238721138568338,9.153901425537551
HD123651,HD123651,5926,4.55,-0.48,single,False,3.1622776601683795,10.183159734450932
HD1237,HD1237,5514,4.5,0.07,single,False,4.466835921509653,3.5543972840183145
HD12387,HD12387,5700,4.39,-0.24,single,False,12.589254117941662,5.30656593722251
HD124364,HD124364,5584,4.48,-0.27,single,False,10.0,5.728908245967485
HD125072,HD125072,5007,4.56,0.18,single,False,4.466835921509653,2.414147998285703
HD125881,HD125881,6036,4.49,0.06,single,False,0.11220184543019653,6.933374901797867
HD126525,HD126525,5638,4.37,-0.1,HMPH,True,10.0,4.413721928074809
HD126681,HD126681,5570,4.7,-1.15,single,False,0.8912509381337477,20.0
HD126793,HD126793,5904,4.43,-0.71,single,False,8.91250938133744,9.4518708535198
HD128571,HD128571,6159,4.4,-0.37,single,False,3.981071705534969,8.389350975565375
HD128674,HD128674,5551,4.5,-0.38,single,False,8.91250938133744,6.7648999499588935
HD129191,HD129191,5832,4.39,0.24,single,False,3.1622776601683795,2.069516911730239
HD129229,HD129229,5872,3.89,-0.42,single,False,7.079457843841373,7.549990702008015
HD130989,HD130989,6414,4.27,-0.23,single,False,2.5118864315095926,7.840450890123577
HD130992,HD130992,4898,4.54,-0.13,single,False,12.589254117941662,4.545862431658994
HD131664,HD131664,5901,4.5,0.31,single,False,0.1,3.4140585031024093
HD1320,HD1320,5679,4.49,-0.27,single,False,7.079457843841373,6.2101350774128035
HD132648,HD132648,5418,4.49,-0.37,single,False,12.589254117941662,6.205579246014866
HD133633,HD133633,5571,4.48,-0.45,single,False,12.589254117941662,6.7588180467351195
HD134606,HD134606,5633,4.38,0.27,HMPH,True,6.309573444801943,1.3788795472225246
HD134702,HD134702,5782,4.5,-0.04,single,False,1.2589254117941662,6.672741943055404
HD134987,HD134987,5740,4.3,0.25,HMPH,True,6.309573444801943,1.5651166144527728
HD135468,HD135468,6417,4.25,-0.02,single,False,2.5118864315095926,5.366522882878218
HD13578,HD13578,5842,4.18,-0.03,single,False,8.91250938133744,3.9150822142102246
HD136352,HD136352,5664,4.39,-0.34,LMPH,True,12.589254117941662,5.998114644220383
HD13724,HD13724,5868,4.52,0.23,HMPH,True,0.1,4.547321856575776
HD137388,HD137388,5240,4.42,0.18,HMPH,True,12.589254117941662,2.4020616151485132
HD138549,HD138549,5582,4.44,0.0,single,False,7.943282347242854,3.7238742442335564
HD1388,HD1388,5954,4.41,-0.01,single,False,3.5481338923357604,4.711363028258839
HD140785,HD140785,5756,4.12,-0.05,single,False,10.0,4.026902438070062
HD140901,HD140901,5610,4.46,0.09,HMPH,True,6.309573444801943,3.0550123197506416
HD141597,HD141597,6285,4.38,-0.4,single,False,3.5481338923357604,8.995854248141654
HD141624,HD141624,5871,4.4,-0.38,single,False,7.943282347242854,6.969759325787245
HD141937,HD141937,5893,4.45,0.13,HMPH,True,1.7782794100389228,4.049978455004409
HD142022A,HD142022A,5508,4.35,0.19,HMPH,True,10.0,2.170168926395692
HD142879,HD142879,5707,4.51,-0.39,single,False,5.623413251903491,7.780799766727465
HD143114,HD143114,5775,4.39,-0.41,single,False,10.0,6.812002691171468
HD143638,HD143638,5954,4.48,-0.27,single,False,3.1622776601683795,7.816680766734535
HD14374,HD14374,5425,4.48,-0.04,single,False,7.943282347242854,4.065546354731767
HD143790,HD143790,6557,4.11,-0.06,single,False,2.238721138568338,6.031397083271702
