age,feh,gaia_id
7.58,-0.4,3291279343535696384
8.27,-0.39,3395999687120865408
6.94,0.06,3396033016066963328
2.75,-0.33,3382793040643638528
2.39,-0.09,3389835717558438784
7.62,-0.48,883477315408041856
5.08,-0.47,877930004367834624
7.12,-0.46,794593383832263296
11.24,-0.01,3283093208885101184
5.8,-0.04,901845962820616192
7.25,-0.22,885003506266690176
10.12,0.11,5169170613080220416
12.05,-0.64,5158825544397177216
8.52,-0.17,873087759455260288
5.82,-0.42,3291143455067472256
6.86,-0.41,873371296016515072
8.09,-0.5,714049312372896384
4.41,-0.14,3381728159333477376
8.62,-0.04,3389362034205291264
5.61,-0.6,797530626065046272
4.93,-0.49,901162307105840640
7.38,-0.45,901089228238190592
6.24,-0.26,901110222038375680
6.21,-0.08,5169080139593789184
7.65,0.37,883478281776968576
8.17,-0.22,3350485845669053184
3.71,-0.14,3396360906754479488
7.31,0.03,883477074889874048
7.82,-0.16,3291240727485935104
0.95,-0.08,3382420061385502720
6.67,0.0,3395978487161919104
11.6,-0.29,3291270551738813952
3.74,0.06,3381737917499177984
6.43,0.01,877555315717654016
5.56,-0.26,3396361181630313088
6.57,0.13,3382811594902514176
11.92,-0.19,3283092418611124736
2.86,-0.03,900994567158991104
6.51,-0.22,752678420030558592
11.29,-0.6,3381537325346475648
1.62,-0.24,3382425941198967168
7.5,-0.31,873103869877311488
10.57,0.03,3289094034112011392
8.45,0.2,873363938736806528
4.68,0.14,3381751489595829632
10.15,-0.4,702338929422389376
6.92,-0.36,3382426284796333184
6.37,-0.08,3389486863135009792
10.81,-0.08,3381423530191398784
11.48,-0.52,901161074451265024
7.87,-0.33,878972826724943232
3.79,-0.4,3382405187916869376
5.24,-0.25,3395845583693533312
7.7,-0.2,3382404844319505280
4.65,0.24,3395852971037240192
3.69,-0.25,3381756132457712896
1.68,-0.21,878733579866003712
12.19,0.01,3283090631904736384
6.45,0.16,901115822675729152
11.08,-0.53,3389455874948189824
6.66,-0.17,877533325485021952
2.56,-0.33,3291246362483009280
7.0,0.04,3289067817630458752
6.82,-0.2,880473522657774336
1.24,-0.03,3374596078378467200
1.46,0.01,3389353276768911104
4.54,0.06,878996397505288576
11.45,-0.48,3381356185103002112
6.15,-0.73,3381757605629242624
4.51,0.09,702336592960216320
2.41,-0.2,3382418205959628672
9.95,0.16,3247508683283103744
6.22,-0.49,900994395360298752
8.81,0.08,3396354588858683648
3.95,0.02,873386444365437312
9.26,-0.05,877805385893165056
5.05,-0.35,3381512418835054336
8.79,-0.08,901110286461704576
4.01,-0.4,879349409455931392
6.33,-0.49,901154443021780736
6.77,-0.01,884994027275415552
7.6,0.04,900990856307261952
5.84,-0.35,3350482001675983104
10.25,-0.47,3291654551878903424
8.19,-0.31,884977221067739776
10.32,-0.26,3289195051743225600
7.82,-0.24,3389448453244552704
6.78,-0.12,794595376697998720
7.06,-0.13,702233651183358336
7.88,-0.44,3291684586586133504
2.62,-0.29,3382782045527614848
3.72,-0.32,3291243957301327232
6.81,0.0,884972891739813504
7.24,0.0,3389454672357329280
2.92,-0.37,3382782453545451264
11.36,0.03,879348889764017920
5.21,0.05,883475631780864768
3.17,-0.33,3379904417439651328
4.34,-0.25,3291678088299670528
5.16,0.21,884971487287061632
2.61,-0.27,3382407726239406720
6.36,-0.01,901316483548120064
3.73,0.09,3374587969480283648
10.09,-0.29,883470379037176448
7.81,-0.57,3289093106399078656
8.45,-0.26,3291779866140868096
8.25,0.21,795343422560321920
8.87,-0.35,3291141320467344768
6.1,-0.19,3395942237637965824
1.11,-0.07,3382323716682162944
10.15,-0.24,3389319088829317760
2.66,-0.18,3381347728311444864
2.44,0.1,877533016247479936
11.4,-0.29,3376441196330424064
3.22,-0.26,3396346376880940544
4.05,-0.02,3396349537977171584
6.97,-0.42,879342915465365760
8.89,-0.48,3395966147719257856
9.81,-0.24,3387854603763587840
10.27,-0.35,3291243201387089664
1.63,-0.04,3389324856968406016
4.2,-0.04,884993026546496512
10.13,-0.47,3389460341714126720
8.01,0.22,797401600951146624
8.49,0.1,877531057742305024
3.05,0.19,3381808599778290944
10.07,-0.47,3283056886345595264
7.68,0.03,877573663817909376
2.38,-0.2,3396356714864327040
11.55,-0.34,3395943332852639360
2.99,-0.21,3374587110486863488
8.11,-0.28,901066585170714880
11.95,-0.2,3387815158784027904
5.16,-0.34,3395818302061325440
8.99,-0.44,794756420790195072
2.79,-0.25,3382406935965428352
6.09,0.16,878691283028066816
5.52,-0.24,3396345651028580736
9.69,0.2,878732068037518464
0.88,-0.12,3382378833998588032
6.94,0.02,3379908403168970112
4.44,-0.12,3382408241635482880
6.75,0.04,3381323676494589824
5.83,-0.31,3395847404759640320
3.93,0.18,901316002511785856
3.94,-0.13,3389846545173320704
4.77,0.01,3291683555794131200
9.04,-0.17,3291267425003254272
3.91,-0.26,873365145623360256
1.83,-0.27,3382416870228146176
8.06,-0.26,797380783246107648
5.49,-0.11,797514889304864256
5.61,0.19,3289089979662878592
6.28,-0.66,749491481282294656
5.05,-0.01,878895616095161088
6.06,0.11,3396356478645142016
2.05,-0.37,3375957686092016256
1.98,-0.07,3396345307431197440
9.96,-0.34,3289060086690562048
9.08,-0.48,883489306959144192
8.49,0.01,3291643183101517952
2.06,0.04,3382399003164000768
8.15,-0.02,3389824619364303872
3.18,-0.27,877530645425934976
5.25,-0.43,3389349668996557440
7.83,-0.39,3289065790407088384
7.38,-0.16,877479449415135232
3.43,-0.35,3350067073475489792
7.71,-0.49,3395965121223699584
4.11,-0.29,3379801677522534656
3.03,-0.6,878987219157929728
3.5,-0.21,3381348041845033088
2.83,-0.18,3376325404011650176
1.85,-0.14,3381807500266662272
9.41,0.18,3389406568723615872
5.9,-0.32,3396349847214803712
6.02,-0.05,900965567539845248
3.63,-0.1,3381728331132044032
6.72,-0.38,3291258594549948288
10.18,-0.47,5169176144998082304
8.35,0.22,3291642319811493376
6.98,-0.19,884967634700736000
3.55,-0.22,878940734727314816
4.06,-0.54,877709247345022592
6.2,-0.47,3381748122341472896
4.32,-0.54,3375955418349358848
4.83,0.04,877071599320341120
8.77,-0.44,3389323452516219648
10.05,-0.74,702368169559723008
8.61,-0.32,884961660401901312
4.82,-0.02,877489448099030656
10.9,-0.57,3291264637567241600
6.88,0.27,873054877185682176
10.41,-0.27,3379897442412382080
1.67,0.01,3350463894093680896
6.13,-0.01,873340922007831936
9.83,-0.4,3289056822515424640
2.83,-0.27,883466049710142592
5.55,0.04,3379901634300557184
8.34,-0.49,3389438007884099584
7.93,0.07,878706401312988544
11.39,-0.6,883481717750980480
2.69,-0.36,3379801063345966336
6.6,0.13,3381346392577601792
4.0,-0.3,3375948645183795200
8.75,0.04,878894898837766656
9.77,-0.16,2344157901361108480
9.04,-0.54,3291636242434389888
10.3,-0.1,3291763957581899008
9.44,-0.46,3381705653704841984
9.93,0.05,883461647367350528
3.89,-0.14,879340059311257728
8.44,-0.37,879339754369426048
9.11,0.14,797525850061472896
7.19,0.34,3291639781487408384
1.86,0.08,878612835448824064
4.11,-0.2,901085135133636480
11.51,-0.5,702198020134741888
4.59,-0.45,3374554606174479104
6.48,-0.39,3379918328835553920
2.04,-0.08,3376316775420127744
4.78,-0.3,3350476572837319040
7.11,0.06,878939669577336320
1.72,-0.08,873340677193929984
4.35,-0.45,3379897167534476032
6.44,-0.16,883459624439264000
7.41,-0.33,883441894814136576
1.22,-0.17,3382374161073251712
3.19,-0.2,3379896858296853120
10.44,-0.14,877072080356686976
1.88,-0.07,3395813594777174784
5.8,-0.09,872958699982369280
4.42,-0.26,3376314683773440384
8.17,0.29,797482488071667456
7.37,0.18,872981862741564160
2.84,-0.44,3382273624478770432
5.99,-0.27,3382374431652947968
10.98,-0.42,3381795130760837504
4.62,-0.33,702333225705861760
6.32,-0.34,3395961513451175808
3.5,-0.21,3387810107902491392
8.67,-0.45,3350469662232288256
6.48,-0.09,3395924645452043392
3.89,-0.24,797377278552830208
1.85,-0.07,3376316534901555200
9.95,-0.59,750975753260448128
6.45,-0.29,3349963543284831232
7.6,-0.08,877482988468234880
4.98,-0.23,3350462691502856704
1.09,-0.1,900986149023622528
5.12,-0.24,3291255639612439936
3.95,-0.32,3349969526178363904
9.67,-0.52,3389435357887209472
7.68,-0.26,3389443264924236800
5.33,-0.04,878705645398746624
6.52,-0.34,877543289809212544
2.33,-0.3,3382317982901092096
5.5,-0.34,3291229728073514624
6.82,-0.23,3382312210465110016
5.82,0.22,3389442745230945920
10.66,-0.32,5168994828659036800
2.2,-0.12,3379887645588301696
5.86,-0.44,878869644428089856
5.89,-0.36,878700010401711616
1.18,-0.13,878610812521208320
2.63,-0.09,3395960723177450880
7.99,-0.3,3395803905331015040
5.99,0.17,3395827471815584256
4.16,0.0,872974745980179840
9.51,-0.33,879051166927790592
1.79,-0.15,3379798310268456064
9.86,-0.31,3291261270312883200
9.38,-0.33,3289214430635702272
6.88,0.12,877731993491905024
6.74,0.17,3350422967347846016
2.43,-0.3,878675786786164992
3.4,-0.29,3381788671130046208
6.78,-0.18,3389809363640471808
5.88,0.12,877730619102365312
6.02,-0.59,901310431938284288
4.88,-0.55,3381319901219358848
7.76,0.11,877522227289676672
1.74,0.11,3381339486270311168
4.37,-0.12,3381816502518186112
3.18,0.16,5169002559600159232
7.87,0.12,873067006173424512
2.88,-0.15,3291600954983164800
9.98,-0.11,713985781216643840
4.09,-0.44,3376311415300540928
8.32,-0.46,883439420912960000
10.91,-0.53,3289076098328595712
8.04,0.29,3379802845753643392
8.47,-0.11,3389434503191373952
1.7,0.02,3381313987048384896
3.92,0.04,3381712598669376000
5.04,-0.32,3381712663092387712
6.87,-0.24,702186372183453568
10.79,-0.28,877356780852609536
4.94,0.08,878938771926837248
2.66,-0.09,3350467222690872960
1.54,-0.24,3381673149393255168
7.46,-0.2,3283047476073421312
11.49,-0.32,3349966021485141376
10.05,-0.32,3382311660709267584
7.7,0.17,3382371343575073664
2.61,0.14,3382386358780645120
8.54,-0.03,3283013734810397184
1.32,-0.49,3381066257630315264
6.29,-0.46,877527037653009408
10.57,-0.27,3395827373032215424
7.72,-0.23,5169002589664142080
3.52,-0.27,3289222436454721408
4.22,-0.26,3381405349593349376
8.52,0.06,3376312652251120256
10.65,-0.32,878610537643045760
11.34,-0.32,5169163809852048768
4.63,-0.32,878936164884025472
7.08,-0.53,3382392577893265024
4.05,-0.49,3291218629878028288
9.43,-0.3,702194652880418304
9.55,-0.36,3291226536914104064
9.32,-0.21,3374539659688338816
2.05,-0.01,878678977944814848
5.67,-0.03,3395926981914210176
9.81,-0.31,901305797669519616
4.18,-0.17,878868884219063424
9.69,-0.27,3395914058355897088
4.08,0.06,3350428503563332480
10.57,-0.14,797705718995464960
3.01,-0.14,878976984253255680
3.09,-0.01,713946989072467328
8.3,-0.38,872957501687074176
3.64,-0.33,877522639606556416
1.21,-0.15,3376337773517710848
2.8,-0.25,3375942529150372480
1.75,0.07,878959254628193152
5.56,-0.42,877791500263137792
6.77,-0.12,3389274970925387008
3.3,-0.43,3381711769739190656
8.85,-0.51,3289188007996917376
4.5,-0.34,3381674321920729856
4.35,0.01,3381066154551102208
3.91,-0.13,702309929803254528
10.21,-0.65,901304148402072832
4.15,0.0,3350543402527992448
11.12,-0.2,873308997514458880
7.85,-0.16,872968080190941184
5.94,-0.25,3382365498121410048
7.51,0.17,3376253248561268864
2.62,-0.12,3396320916314876416
10.36,0.1,3291760040571664896
5.84,-0.25,872978048810595840
10.19,-0.52,3289186324369740672
6.56,-0.36,3381672500854647552
10.4,-0.19,3396327990123062400
7.3,-0.07,5168994343326934912
1.6,-0.02,3289083584455204096
2.53,-0.24,3379790927223289856
4.72,-0.82,877427738009042816
9.1,-0.2,877068433928323072
3.32,-0.08,3289075097599827968
5.67,-0.28,3374540862279158656
0.74,-0.05,879047696594213888
2.15,-0.32,3375904737735209216
6.85,-0.39,3374915280347850368
7.94,-0.05,3291121877151926144
8.61,-0.26,3283010814232646784
4.27,-0.21,872949805105705088
8.22,-0.34,3381702015869785472
5.22,0.14,3381784857199098112
5.54,-0.45,3381671092105325184
7.26,-0.08,3350421219299102080
9.18,-0.23,3395920934600342400
10.32,-0.28,3382262556346467072
10.45,0.04,878951210156365696
10.2,0.04,5168961495417059200
8.91,-0.01,878935374610054400
8.63,-0.94,901034110922163840
6.62,-0.21,3395823967121217152
5.71,0.03,873326280462850944
6.17,-0.04,3381335874200426496
5.55,-0.05,877067643654340864
5.19,-0.36,900961891047849088
8.1,-0.26,3389397772630542592
8.78,-0.43,3379790549266178176
3.38,0.03,873044015213057408
1.91,-0.21,3379795978104892800
5.41,-0.24,873331782317457920
4.67,-0.32,3291217500302934272
6.84,-0.14,883436977075220608
7.68,-0.36,3289074105463743360
5.71,0.19,3381315434453376768
5.06,-0.01,872949358429105280
3.46,-0.14,878604451673292672
6.83,-0.44,3379892146714025728
5.37,-0.17,3283027268250639616
1.75,-0.17,3389812318578246144
9.38,-0.57,3291590436606573568
4.22,-0.25,883451339445853440
10.09,-0.14,3381305916805827968
8.84,0.14,877067476151776512
8.03,-0.27,878878676744497152
1.34,-0.18,3379882766505457664
4.45,-0.43,3381064604067407744
5.94,-0.27,901054937219424256
3.87,-0.12,749510623951852032
6.17,0.09,3247604302138910208
7.39,-0.01,872955096505406080
4.53,0.09,701978736285075072
8.32,0.14,3289176218310467072
3.43,-0.19,3382390378869965056
9.18,0.11,3289048507458729088
2.96,-0.2,3350440593893615232
5.94,-0.01,878952004723485056
6.97,0.06,796017972945079040
8.56,-0.32,901073349743382272
7.12,-0.03,701990208140294656
11.3,-0.73,878672831848685056
2.55,-0.1,3389398528545344768
11.2,-0.54,3389397222874861440
5.77,-0.04,879330026267346176
5.68,-0.34,3349952964784998144
10.18,-0.42,883431823114387456
5.97,-0.09,3381040968862896640
3.07,-0.22,3389388903520966400
7.77,0.0,3387843952244699648
6.49,-0.06,3381307600433076736
1.67,-0.26,3381334950784837248
2.05,-0.28,3379844940732185984
6.99,-0.27,3389785144320675328
7.38,-0.06,3288997517607099264
3.58,-0.24,3379782092471949056
6.56,-0.22,3381314953417043200
10.5,-0.14,3395796895944334720
10.39,-0.21,3395791776343350528
3.37,-0.28,3379783402440675456
5.35,-0.28,883337539993595904
8.91,-0.5,749476470371895168
10.07,-0.09,877067235633613184
4.11,-0.25,872969969976552832
7.43,-0.55,3395909252289572992
6.03,0.04,3379844597134771072
4.27,-0.31,3389428180999078656
3.36,-0.24,3396292947487976832
3.59,-0.2,877702203598765184
3.68,-0.09,3379868099195771008
5.18,-0.14,3375028388309026176
9.38,-0.3,3289038783652790656
5.89,0.21,3375926040769918464
7.51,0.17,901043942103139456
5.07,-0.34,3396316720128880896
4.78,-0.29,3379788350242871296
7.11,-0.54,873022853909568128
5.86,-0.43,3349931004612610048
3.04,0.05,3374932666375388160
5.34,-0.29,901301227824315008
3.05,0.08,878665478864694528
4.89,-0.16,3381033233625318272
5.16,-0.39,3382266134056364672
7.5,-0.07,3381668545188323456
9.5,-0.12,3381662845768762240
6.57,0.09,3389259887000306944
2.33,-0.16,3381287740504326784
6.51,0.26,900928008049957248
3.38,0.17,878582053419990016
11.16,-0.29,3289081321008917248
2.76,0.11,3381781799182445312
10.25,-0.53,5169571625586825728
8.42,0.15,3395794967502047488
5.02,-0.49,3379782917105681024
0.98,0.08,3381681503106028288
5.9,-0.39,3395788099851362816
6.4,-0.41,901042773872042240
5.93,-0.19,878942933752573696
7.97,-0.26,702132358674464896
4.35,-0.01,3395883241967495680
8.25,-0.43,702178538163117568
3.36,-0.23,3291203099275834880
4.47,-0.45,878834838015143424
7.39,-0.01,749615932260038400
8.75,-0.14,878641667566097664
4.38,-0.21,3381687546123656320
3.21,-0.46,3379761206049876352
1.15,-0.35,3381688753010771840
1.68,-0.2,3382379826131879168
9.76,-0.52,883428150919024256
3.21,-0.31,883427876041107456
10.23,-0.27,872968634242386688
6.5,-0.4,5169191602584819840
6.31,-0.18,883424092173333504
9.39,-0.11,3291609854155367040
3.7,-0.22,3379787074634021888
4.17,-0.35,3381661574457885440
8.92,-0.01,3374434450170140928
3.39,-0.3,3395884719436214016
7.85,-0.36,873011618274150528
9.86,0.21,3291753748442927744
2.47,-0.01,3375898587342473600
4.66,-0.56,877351150151835136
4.71,-0.5,3382348975385459456
4.99,-0.12,3389781742706607744
2.39,-0.39,3381324879085448192
9.05,-0.48,3288997792484997376
2.87,-0.16,3389385987240447872
7.23,-0.27,3382259395251951488
7.78,-0.05,873021720038202880
8.19,-0.26,3396321809668415744
9.83,0.0,3288885470499954816
7.45,-0.18,3291753233046853120
5.33,0.22,900950621053675136
6.02,0.0,878921763856351104
7.46,0.05,3389268919314289664
5.18,0.0,872939084867322368
8.96,-0.41,901294012279287552
3.43,-0.09,901030232567549568
8.63,-0.1,3291745300243963136
6.83,-0.12,3387752009881649024
5.58,0.05,3379377472193831296
11.37,-0.4,3395785797748911232
7.1,-0.28,3389239855272286848
7.78,-0.5,797467090612382464
6.12,-0.38,3379779687290275712
9.63,0.03,3379759247544877312
9.46,0.0,878645481497008640
10.45,-0.19,3381659547233349632
8.81,-0.43,3282996413205593088
7.16,-0.99,901026281197654912
4.25,0.1,877440451112311808
4.33,-0.1,3387757022107010944
7.38,-0.23,877322287971641984
2.72,-0.05,3374929432264212608
10.59,-0.01,5169191362066651520
6.04,-0.2,872962758727154560
10.03,0.13,3288989232614579072
5.28,-0.45,3291175955082974848
5.81,-0.34,3395905953754366976
2.48,-0.19,3349911939257814272
8.09,-0.21,3381210396733026944
7.3,0.21,872962415129751680
4.95,0.05,872962312050538240
5.55,-0.06,878872290130018176
4.61,-0.46,3382247266262693632
4.82,0.11,901288789599074944
10.39,-0.46,873298556450540544
10.58,0.12,3283022462183914880
3.29,0.1,3379835285645797120
8.31,-0.47,3381684698561854720
5.41,-0.22,3395904304487205248
6.57,-0.29,3381656691078588032
10.46,-0.28,797362538225075840
11.13,-0.4,3291165754536956160
4.31,-0.17,877446120469056128
2.92,-0.17,3376236377930217088
12.45,-0.43,3291165788896692736
8.7,0.05,877052289147407872
11.15,-0.57,877439866996745856
7.92,-0.38,3382247094463900160
7.43,-0.66,3291167678682289024
11.79,-0.29,3288993183983933568
4.2,-0.08,3379777080248871808
10.89,-0.5,3288858395026159104
9.02,-0.25,3395786755524551680
1.33,-0.33,3375891646675375744
7.8,-0.22,3387083678610106368
5.75,-0.11,883426913968448896
9.01,-0.25,3389620045777455104
8.03,-0.36,3288883885655806336
6.91,-0.45,750220977183055872
10.89,-0.27,3381030003809939840
7.97,-0.46,5158704774212447232
6.47,0.01,878645069180153088
11.22,-0.54,3379778626437907072
4.91,-0.27,3381678891766075648
3.42,-0.04,3381284334592884864
8.82,0.22,877338643207065984
8.87,0.15,3389282525772099968
3.89,0.04,3380935793703775744
3.28,-0.28,872915337991950976
8.46,-0.47,878640254520438144
7.04,0.16,877047818085310336
6.77,-0.44,900923167622832896
4.66,-0.27,872961689279615232
2.88,0.02,3381283303800731520
7.22,-0.08,900939419779046784
1.96,-0.19,3379754024864534912
5.57,-0.13,878917954222788608
4.41,-0.5,3381648517757384832
8.19,-0.35,795451105978850048
5.9,-0.29,3382246274127634688
2.9,-0.1,3379839443174842752
2.96,-0.12,878923932817212928
4.61,-0.06,873014568916454912
5.66,-0.48,3381024029511884800
7.18,-0.02,3381200050155902976
4.13,-0.19,749984753981455744
10.1,-0.28,878590432899524736
6.34,-0.06,750220049470180864
4.37,-0.07,3382244796659635456
6.21,-0.45,3381209499084157952
10.3,0.12,702167165089747456
10.79,-0.48,3389383371604497024
2.62,-0.18,3374273371716645504
8.22,-0.29,5169043786990595584
11.13,-0.64,5168817734271866368
7.07,0.13,3381677994116371968
7.03,-0.24,3288887562147810560
8.79,-0.26,3381653362480479872
2.04,-0.2,3375789632611114880
2.06,-0.18,3381292138551047296
1.14,-0.01,3349895068625940608
5.37,-0.46,3381281349593017088
2.17,-0.07,3389238137285376640
5.75,-0.38,3349914516238102784
4.02,-0.25,3379382145118556672
6.44,0.13,3288855165210766720
4.63,-0.15,3395903235038198912
9.38,-0.06,878916408034569856
8.74,0.03,3395739957560894592
4.28,-0.06,877029263826604032
9.91,0.03,3283020950355431552
8.16,0.05,878825973202684672
1.9,-0.23,3381276504869985536
7.04,-0.16,871435021680306560
6.51,0.09,871434845586490112
7.37,-0.03,3291197709093652736
7.0,-0.06,878644102811138432
10.39,-0.5,3288847189455204736
9.05,-0.18,795265769551588736
5.75,-0.13,3381648002361208960
10.43,-0.1,3282890550852354944
9.59,-0.32,3395900280102318464
2.05,-0.18,3379831437355077760
2.46,-0.24,3379372597408684160
7.93,0.04,873012786506276480
7.44,-0.35,5168953012857449472
5.06,-0.49,3381280799837185152
5.24,-0.41,878479420880745216
2.12,-0.38,3381282547886488320
1.17,-0.03,3350024020723422976
9.9,-0.07,872936022555057408
2.16,0.12,3381191666379419008
5.67,-0.12,3382245342118962560
9.47,-0.11,901017347665659392
3.6,-0.14,3379379984752594432
10.42,-0.34,883320776736645504
7.52,0.08,3374896210693058048
8.8,-0.54,3291194818578892416
5.48,-0.11,878870503423640192
2.53,-0.02,3382250496076648704
7.03,-0.09,878544704384334592
2.27,-0.26,3291154759420778752
2.34,-0.06,3374391015163785472
6.97,0.05,794546104832343936
7.55,0.11,877437015138501376
5.55,0.29,3247485078142887808
10.48,-0.33,901037241954165120
5.01,-0.34,873288553470138240
7.72,-0.05,3374396444001482752
8.87,-0.04,3288880282179470848
11.35,-0.06,3395861011216838784
5.21,-0.08,872928600852111488
8.39,-0.01,3381280215721654656
7.82,-0.25,3288846643995677184
2.93,-0.24,900854929182286336
5.7,-0.45,3395736418507843456
6.9,-0.65,3288886466932359296
4.77,-0.2,3381652194249374976
1.89,0.05,877680144646759936
6.86,-0.17,3288878632912036352
2.39,-0.09,3379750240994487680
9.64,-0.06,871410828128036608
7.99,-0.43,872568274569735424
5.74,-0.35,3348241265697909888
4.56,-0.39,3381195583389897856
7.84,0.15,873289588558798720
9.18,-0.61,3395901727506534016
2.86,-0.32,3379750348372537856
9.61,-0.19,3288983047861438848
3.61,-0.32,3379705165316485504
3.06,-0.24,900941000327006976
4.11,-0.64,3395893305075677312
9.63,-0.03,3389098877265846400
6.96,-0.46,877691758238332288
3.76,-0.32,877049643447566976
9.23,0.3,872911008664919808
5.07,0.06,900936842798690560
7.02,-0.2,3374145862726744320
10.03,-0.18,3288848739939703424
3.1,-0.41,3381189471652994048
4.43,-0.11,883412409862066560
4.22,0.14,878915304225360896
10.99,-0.6,3350023436608477952
6.82,-0.04,3381196751621003776
5.9,-0.4,872566861525458176
3.09,-0.13,3282806610011225472
5.34,-0.7,702298419290918272
3.81,0.06,871410381451440128
4.43,-0.35,3350015705667788032
1.8,0.0,3382242425837207168
8.59,-0.25,875931715000406528
8.55,-0.44,3389632587082103296
3.44,-0.24,3381015572719338496
1.96,-0.05,872843221198085760
6.76,0.15,3381290867240721792
6.12,0.01,3291160291338643200
7.5,-0.31,3381274237127221632
4.17,-0.03,878827622470115712
2.79,-0.15,3381250185310460928
6.04,-0.11,3282804827600709888
2.33,-0.06,3347862793179202944
10.8,-0.44,3288972744235750272
3.73,-0.26,878471896098048512
5.07,-0.22,3289007481931319552
4.2,0.16,875934704297811072
2.38,-0.66,795120530935249664
5.18,0.18,749460866755415424
8.12,-0.56,3395743153016566400
5.57,-0.23,871432268604776192
7.85,0.18,3389225870858797952
7.89,-0.32,3349893208900417408
7.95,-0.3,3375883503417345536
7.05,-0.48,3375728231758826880
2.61,-0.14,3379341398766311040
2.63,-0.13,876996793873838592
10.97,-0.38,3291185472730059264
9.44,-0.08,3379342635716870528
4.92,-0.35,3379742239474348544
9.24,-0.14,3282832448534473216
4.19,0.1,749507561639857280
7.08,0.07,3348246277921029888
6.32,-0.24,873282957129303168
11.06,-0.03,3389249372920421760
8.01,-0.06,872916196985412480
4.7,-0.59,873281891977438336
2.26,-0.07,875930065732972416
6.85,-0.5,900915952077789824
5.68,-0.24,877021640260820480
4.29,-0.39,873286599261617408
2.28,0.03,3389096712602346496
3.07,0.15,875931027805714688
4.24,-0.35,3376122230581080320
7.03,0.1,883410386934296192
3.58,-0.35,3379245569456456832
3.65,-0.37,878563945837883648
6.39,-0.45,877408084238704256
7.88,-0.39,749466398673293056
1.83,-0.05,3380930429288357120
6.52,-0.21,872841468851440000
5.06,-0.25,3379704203243857792
5.46,0.02,877041740707758592
2.56,-0.29,873198157295338112
2.75,-0.08,3291153415094571264
1.03,-0.22,3376129141186127232
6.71,-0.21,3379339612060331008
10.6,-0.4,3380923870874621696
4.83,-0.37,3379732515668080640
7.36,-0.21,3288851213840849152
8.91,0.0,871431345188379008
1.95,-0.11,872537041569662592
6.63,-0.4,3381649342391099136
4.98,0.01,3350248836490748160
2.5,-0.19,877389461260598912
3.99,-0.12,872560161376484480
8.47,-0.48,3379359227171582080
3.12,-0.18,873287183377167744
7.47,-0.56,3291190630987573248
9.56,-0.48,3282829635331803648
10.99,-0.16,3379365897259800832
2.03,0.12,873192247420343808
3.6,-0.19,3374384796051144064
8.82,-0.5,3395866263961403904
4.88,-0.16,3381014301409019136
4.09,0.0,3380900574972022656
10.49,0.01,3387739945317045632
8.7,-0.5,3288980853134138880
5.54,-0.29,872885754257828608
7.7,-0.2,877329194279041408
7.44,-0.16,872838342115250432
4.27,-0.24,878797656481954816
8.01,-0.58,872908092383428864
10.71,-0.39,3288873680813513600
11.23,-0.24,3381247951927436928
1.62,-0.11,3379732206430424960
10.21,0.0,3389188899780416128
1.5,-0.13,878820991040628352
3.42,-0.27,3381248020646901376
10.67,-0.56,3381247986287168384
8.1,0.01,3395762398767092224
2.53,-0.15,3350239937319509376
10.19,-0.07,702284224421454208
6.16,-0.28,3389240405028712832
7.39,0.08,3389598880178857728
9.02,-0.39,3348244186275607680
8.98,-0.46,3379358849216158080
6.5,-0.25,3349857371695277056
4.66,-0.17,878535358535610752
7.16,0.06,3381245993422388224
11.83,-0.52,3290961760770003840
7.08,-0.08,5168846836970049408
6.9,-0.24,3288867569076269312
6.2,-0.37,3350010998383060224
3.95,-0.08,900891006907749504
4.0,-0.46,3381018257076037376
1.03,-0.24,3381642672305346944
5.3,-0.57,877310567004774144
6.53,-0.45,3389629700864073088
1.58,-0.18,3379344697301554048
6.3,-0.27,3389211469832038272
4.94,-0.24,872907954944471424
2.14,-0.36,877017860689605120
3.07,0.01,3381239980468186624
4.33,0.03,872903488178580608
3.5,-0.21,3389054720705448576
6.75,-0.41,3379238555773889664
6.74,-0.44,3389604240297996672
11.96,-0.27,3347851969861624832
6.74,0.18,794512604088316160
7.4,-0.41,3387729126295915776
6.13,-0.15,3389055240398270848
8.57,-0.05,3389210855653158144
5.39,0.14,702283782042401536
6.53,-0.39,3381260871188971776
7.17,0.1,5168943284755729024
5.39,-0.27,3389604068499285504
4.51,-0.22,3291183552881485696
4.03,0.05,877398669670435200
5.51,-0.41,3347858910528809856
5.9,-0.25,3375718611032332416
4.69,-0.3,876997897681656320
9.31,-0.19,3389219166413455616
9.11,-0.05,709127206836048384
11.12,-0.23,3389092555073994880
5.6,-0.36,3381265574175747072
8.7,-0.16,3381239877388972672
8.91,-0.18,3247573623188500480
7.34,-0.16,3381640992974689792
9.02,-0.4,872907095951134976
1.55,-0.23,3376125670852629632
3.63,-0.27,3376118524027139840
10.13,-0.11,872879500785990144
3.5,-0.12,3290849198265714688
9.55,-0.71,3381240869525111040
6.3,-0.06,3348242262130278656
10.82,-0.35,3389092211476621696
5.57,-0.01,3380896864120273024
0.97,-0.24,3379357101166891648
5.46,0.02,875925805125512576
7.78,0.1,3381184656991866752
1.94,-0.15,3349985125500099840
9.81,-0.37,3282827676826778624
4.74,-0.28,877285454332159360
