age,feh,gaia_id
8.47,-0.25,1331462577843554048
3.87,-0.47,2020838467078941184
2.21,0.02,2025661337386641152
8.97,-0.74,2629355515205633024
9.3,0.22,1331423747042713472
10.21,0.02,1812056705167176064
2.68,-0.04,1815130080686862976
5.02,-0.14,1331659321705303680
5.93,-0.04,1332082702402422528
11.08,-0.27,1745008245582566784
9.59,-0.23,1376369347141075712
8.73,-0.54,2677417328823694208
1.77,-0.1,2024628037003547648
7.46,-0.15,1815409146180033408
5.64,0.1,1331472026771566336
6.53,-0.15,1828786801079775360
4.95,-0.11,2024894805998773376
6.39,0.24,2041828968650858624
9.46,-0.24,1828802954466275072
3.28,-0.04,2038170446796592128
11.87,-0.16,1816591228566078592
11.11,-0.27,1815147501073990272
6.88,-0.1,2020567506163658240
10.84,-0.07,2038169759601729920
10.34,-0.45,2038248512124777088
11.59,-0.28,2624579232398841216
7.61,0.04,2024639513156638720
6.95,0.35,1828869711124653056
5.36,-0.59,1342086712026890624
7.33,-0.31,1336340561180642432
3.02,-0.34,2037520463621875968
5.47,0.04,2025661612264497024
9.46,0.26,2037569799902791040
11.64,-0.44,2682183643010444288
9.19,0.13,1812115322881041664
10.86,0.03,2038182266547071616
8.97,-0.05,1827262916650076288
10.79,-0.12,1387516711419946880
5.72,-0.2,1342143920991228800
9.79,0.05,1827262676131805440
10.7,-0.25,2678877961301527040
9.02,-0.2,1815459277039682176
4.26,-0.03,1827310848487765248
10.68,-0.39,2041833435415819648
9.98,-0.03,1828868822087715328
7.24,0.09,2037979544098242048
7.0,-0.17,1339699122527024256
2.91,0.3,2024578627695310976
3.28,0.02,1827259102718847488
5.9,0.27,2038191131359558528
10.57,0.26,2624599195406829312
9.22,-0.29,1743701643517132544
9.23,0.12,2024901471788595456
4.77,0.14,2038188210782013184
1.81,0.09,2020760710986311040
6.03,0.34,1812110203279809280
2.67,0.04,1827263397686261888
10.11,-0.08,2038233840516220416
9.75,0.19,1828810135651637504
11.26,-0.85,1745078781830433152
7.3,-0.16,2038234630790251264
5.96,-0.15,2041725717635742848
9.26,0.13,2037584029139678848
2.54,-0.07,2024630854501946240
9.94,0.05,2041083907780173440
7.87,0.28,1815217143963331968
9.47,-0.19,1815427563003163008
5.9,-0.01,2024914975166770432
9.62,-0.41,1743894199785373440
7.84,-0.31,1387570793647603968
5.59,0.23,2020761192030672384
5.7,0.15,1377118664315182464
5.63,-0.28,1828862804818318848
9.76,0.34,2624532954126740736
10.59,-0.33,1331303384879340928
9.63,0.02,2025651716659131136
11.77,-0.44,2678825700139478528
8.05,-0.29,2677700521787540096
8.21,-0.56,2041036804881754112
8.14,-0.36,1387556018960059392
7.57,-0.09,1332230724154340480
3.14,0.17,2041898031723762816
1.47,-0.01,1828625417694569600
4.07,0.11,1331486973257733504
7.89,0.14,1351355114012232704
7.03,-0.59,1378642656150877568
7.38,0.0,1293636182392475392
8.0,0.1,1331336718122172416
3.17,0.21,2041025427505479680
9.8,-0.5,1745101184379840640
7.92,0.33,1481970120365294080
3.8,0.12,2041897207083430784
6.39,0.12,2037990573575241728
3.05,0.02,2038191955993295232
11.45,-0.77,2682185086119456768
10.77,0.01,1828672761104112128
7.66,-0.47,1812133361743929728
3.16,-0.04,2038176524163758336
9.68,0.12,2038192780627069568
11.03,-0.43,2039010473675892352
4.7,-0.15,2041037457716800384
10.18,-0.15,2039010675534548992
6.86,0.18,1828620744770027520
10.97,-0.23,2677771994338451968
9.24,-0.03,2039022637023308928
5.96,0.12,1828677094743054080
1.53,0.02,1828604595692725632
9.39,0.03,2624512235204494080
9.43,-0.57,1292358683023770624
6.93,0.05,2037574752010457472
9.47,-0.04,1328528015668734720
3.89,0.15,1379380359733683456
9.67,-0.2,1828862362456184704
6.14,0.07,1828808280225619712
7.63,0.08,1828806940195700352
11.39,-0.32,1812116662910707200
11.86,-0.36,2677494019759538432
7.64,-0.49,2041022854827804544
9.84,-0.33,1342161856774679168
6.28,0.04,2041038591588227840
11.89,0.01,1828625177176358528
6.12,-0.72,1332053496624286848
7.0,0.17,1744735669778009088
6.27,0.15,2025664257964645376
5.92,0.0,1331360288902690432
4.77,-0.16,1812130539944638592
5.72,-0.13,1342161478817554176
9.1,-0.06,2038244423315699200
6.85,-0.39,2038257170778784128
1.24,0.0,2025006887479556480
9.32,-0.5,1739155682627027328
5.46,-0.87,1457960050590364544
9.04,0.02,2038177765404812416
10.88,-0.36,1744753257669794176
5.93,0.04,1336389145850620160
3.61,0.05,1828860713188647680
4.5,0.06,2039026966350374528
5.76,0.03,2025675768480961920
8.89,-0.49,1387512691330546176
8.4,0.02,2041853879460190208
7.74,-0.15,2038196835076777344
7.16,-0.57,1342165327108259456
5.66,0.09,2041914902356236928
2.09,-0.05,2024917208549718656
6.14,-0.64,1351682734117501952
2.14,0.11,2025006646961358592
5.67,-0.31,2025023620673515648
11.16,0.06,2677778453969245696
9.93,-0.62,2681974980614856320
1.79,-0.04,2024837459591745408
10.13,-0.32,2624605826836333184
10.35,-0.31,2681926705182438144
5.35,0.07,1331442271238206080
11.96,-0.42,1743984703336323328
7.91,0.24,1815143614125042560
2.76,-0.02,2039079777270167296
4.07,0.12,2025020562656772480
9.46,0.24,2037993116195897856
7.02,-0.43,1376526646023580544
2.94,0.15,2041043127073913344
8.35,-0.25,1378970276256230528
6.68,-0.22,1328523888203663616
11.38,-0.66,1336352651512445184
3.11,0.1,2024858315954278912
1.64,-0.01,2025673569457582464
8.7,-0.42,4608721601937459328
8.98,0.29,2024920953761249408
6.8,-0.12,1833335003967439104
5.84,0.12,2038218580478162432
4.83,-0.47,2678809417918915584
9.4,-0.36,2039076032058636800
11.33,-0.09,1744777416860206720
11.07,-0.11,1828696851592745728
8.32,-0.35,1828628613150046976
6.8,-0.13,1328532757312651008
10.03,-0.45,1376541283272156672
8.03,-0.5,1378876164933261824
9.71,-0.01,2024909958644515200
10.77,-0.09,2038197934588476544
10.92,-0.23,1828611879957249792
9.4,-0.12,2041117859503835776
9.09,-0.35,1387606527775468544
9.1,0.03,1351735235797824896
10.81,-0.84,2677513815264355584
3.76,-0.07,1828629094186415744
6.15,-0.54,1457988981489990400
7.03,-0.16,1387762039951635456
5.86,0.05,1330791665296952960
2.9,0.05,1828958604080008320
8.06,-0.26,1328522002714564736
8.2,-0.48,1331668804993093632
4.64,-0.15,2025025613538554496
10.18,-0.38,1339674997694394112
9.14,0.12,1828629403424049408
10.88,-0.04,2038215350668104704
10.78,-0.3,2677501819420790272
9.0,-0.2,1332095278066316160
1.69,-0.01,2038267066384297088
7.8,-0.21,1332104344740300160
9.17,0.13,1812511490663632128
4.66,0.05,2025230157040166400
8.95,-0.22,1828954893228317056
8.68,-0.52,1462463512778060288
3.59,0.18,2025009975499939968
6.96,-0.02,1828613494865394560
8.0,-0.04,1828617205717222528
3.66,-0.11,1828629609582842880
8.04,0.13,1352493349065275648
10.5,-0.14,2038265176598234240
9.81,0.0,1828633904550231296
7.41,-0.15,2025235826396990464
10.59,-0.29,2041920090676794240
2.93,-0.04,1833324524247496832
6.21,-0.05,1351561684759125248
4.58,0.2,2041187266177047168
8.28,-0.68,1744832010189395968
6.36,-0.5,1342168866161383680
7.33,-1.79,1294383575421405440
11.25,-0.53,1331494498040536064
6.62,-0.23,1828892079316575488
7.38,-0.82,1744836343811636224
11.06,-0.44,1331679903188606464
8.98,-0.39,1293641061475337216
4.5,0.18,2038208895345527936
8.56,0.12,1828896958398816000
4.45,-0.05,2041110781400170624
5.19,0.13,1378845275528421376
4.91,0.08,2041881332891531008
7.2,0.23,1328549834102664320
6.85,0.08,1828688055499861760
6.81,0.17,1332250824601326848
9.01,0.11,2041864462260120448
4.26,0.14,1828683726172743936
4.26,-0.16,1352309726327035008
5.55,-0.68,2038222089485147008
9.55,-0.02,1342357020088068864
1.91,-0.15,1833262367477425920
2.29,-0.05,1331587853449471104
5.66,-0.37,1375811379349571840
10.94,-0.07,1833279577384858112
8.71,-0.29,4608819969571903616
8.08,-0.56,1342371932214504832
3.37,-0.3,2020878530520224512
4.18,0.02,2038288403782564736
10.41,-0.01,2038221741579427456
6.12,0.28,1352330174667738240
9.12,-0.21,1331531503478510976
10.12,0.25,2025300899399752960
10.57,-0.32,1812519908800064896
4.72,0.15,1828701558877124992
11.44,-0.1,2677516392244735616
12.1,-0.7,2678647171234512256
4.53,0.16,2038273972692333696
6.14,-0.89,1378893276083049600
7.91,-0.35,2413052230510638976
8.59,0.02,1828911977913045632
7.27,0.19,2038273972692417408
5.97,-0.26,2623773535189260672
9.86,0.3,1744015210487878784
7.2,-0.04,2678924213804930560
6.0,0.22,1744860120750893440
9.9,-0.72,1332262197674714752
8.62,0.03,2677738867255302784
5.54,-0.06,1828707159514726144
6.39,0.05,1744860494411568896
9.51,-0.1,1331542739112988800
3.63,-0.09,1833283258200403200
2.7,-0.07,1295121897479659904
10.74,-0.07,1815608677482334848
0.91,0.08,2038291251324781824
9.72,0.0,2038290220532646016
9.7,-0.62,2041960257209742848
9.37,0.33,1815591360174009984
7.84,-0.06,1328553476234980352
9.72,-0.12,1378885064105496576
4.58,-0.52,1332297996225783680
10.83,-0.26,1387593608513896320
6.82,-0.02,2678560309815816448
11.51,-0.41,2682006449840173312
9.98,-0.07,2364672280074440704
6.93,-0.74,1377141238663315840
10.95,-0.38,2413010419003824000
12.4,-0.3,1744018921339613696
4.41,-0.03,1352522864080259968
7.39,0.09,1332302054970160512
5.85,-0.28,2678561959083260160
6.91,-0.61,1295117598216231296
8.69,-0.3,1331590877106983680
7.32,-0.24,1332134104570552064
11.7,-0.06,2677528761750552192
10.25,-0.03,1745431454480099328
10.55,-0.27,2681960480805321344
10.5,0.24,2678912703292649600
8.0,-0.26,1331550092097001856
5.89,-0.67,1331594514943125376
10.06,0.1,2394290134029265024
7.28,-0.46,1332136406673026944
4.83,-0.22,1462718702554682368
6.48,-0.84,1351944177366348416
11.07,-0.27,2391014276573402368
9.61,0.2,2623842495184177792
3.19,0.11,1387956928387510400
8.48,0.12,1379043118901625984
11.75,-0.36,2678563024235262464
7.79,-1.28,1332165681170163584
10.84,-0.35,2623778070674722176
7.4,-0.31,1295028301552011008
10.31,-0.38,2624616413931267712
1.6,0.03,1387790661613772544
7.63,0.01,1746290860256071808
9.29,-0.21,2412995197639716352
3.2,-0.11,1295157906485431808
7.56,-0.48,2413008318764156928
6.6,0.2,2677834391623303680
10.84,-0.36,1746292165926149632
7.3,0.11,1745454161972160384
6.19,-0.06,1331743228186469760
8.53,-0.88,1352564679881980672
5.41,0.39,1746278005417937408
7.72,0.03,1332131321431729408
1.94,0.03,1331744155899534720
11.55,-0.48,1745523091902252288
7.7,-0.62,1294405806172176384
10.84,-0.44,2390227232406221184
10.79,-0.22,2677883113732310656
3.77,-0.27,1352375632601361920
11.96,-0.37,2677623762131931136
10.45,0.31,2413065390289810944
4.33,-0.16,2679014163304425088
8.77,-0.17,1746559793928479744
7.06,-0.33,1456897544398445184
11.63,-0.17,2623850221829894016
9.49,-0.29,1377150790670625920
10.84,-0.38,2678663079793310464
5.22,0.11,2678960944365170944
10.12,-0.19,1332288242356516480
10.03,0.03,1746368027932488960
5.81,-0.35,1332191588412895232
10.11,-0.34,1331603762008349056
8.58,-0.25,1746372739512756096
6.61,-0.23,1352400131094815488
11.8,-0.43,2624642355533763712
7.91,-0.3,2682036587625684352
8.97,-0.47,1331722058291411200
8.77,-0.52,1352536264378249088
7.18,-0.09,1332288963911023360
7.1,-0.33,1352592854867405696
9.69,0.05,1332189080151972736
11.73,-0.24,2677819479496874880
4.5,-0.03,1351954382208701056
5.94,0.17,1746369784575211008
3.58,0.14,1746282373400610176
9.6,-0.11,1380360535693961984
8.32,-0.15,1387802584443014272
11.57,0.03,1746303912660711552
4.0,0.05,1352570521037485824
8.55,-0.37,1387976582157862912
9.15,-0.2,1387802309565102720
3.85,-0.14,2623868883463314688
5.65,0.36,1292391019833499776
6.15,-0.12,1352594091818002304
4.6,-0.14,1331767859822653056
10.94,-0.43,2391016269438264064
7.64,-0.67,1351780728091537024
8.1,-0.17,1332193272040067584
11.93,-0.37,1745555385760218240
5.56,-0.13,1352003207396892160
7.47,-0.31,1331723952373283456
8.38,-0.17,1746634144106614272
5.94,-0.28,1352014305592391168
8.82,-0.1,1332381219808288640
6.21,-0.03,1351966614275601408
6.38,0.2,1379801026010397440
10.12,-0.51,1352538596544208512
10.79,-0.45,1352452392256916736
9.56,-0.44,1379804221466069888
9.3,-0.44,1295229649618728064
9.79,-0.88,1387990910168765440
6.35,-0.08,1458004164197384064
7.49,-0.05,2623822287362602624
4.33,-0.09,1387900337898064768
11.94,-0.27,2391361236915880832
9.5,0.13,1387659647931102464
9.37,-0.29,1379661216235580544
11.71,-0.33,2391296816701790464
8.51,-0.12,1332382933499010176
6.32,-0.86,1294445629108918272
10.01,-0.31,1295180034157006208
8.73,0.36,1376759983007040512
10.94,-0.42,2394389639831541760
4.07,-0.04,2624654789463507584
2.28,-0.83,1331809473761913216
6.7,-0.33,1378932613687728256
6.58,-0.81,1376853716372941952
8.48,0.07,1458659855379527680
3.44,0.09,1458383809243897088
11.27,-0.84,1355602763651761280
6.35,0.14,2623810815505438208
10.47,-0.41,2389908369738913664
3.48,-0.07,1332527111258176640
12.08,-0.44,2623825177876086144
8.61,-0.43,1379861533509647488
6.59,-0.45,1331812806656537600
10.93,-0.09,1458027533116843904
5.52,-0.18,1295184260404815744
5.02,0.29,1332515497666423040
9.47,-0.28,1352011007057695744
8.06,0.04,1331810775135713920
8.84,-0.13,2679021378849477888
6.93,-0.07,1295915057679905152
7.57,0.12,1355606307001168640
9.26,-0.38,2678756538281630208
6.55,-0.65,1295184535282725376
6.94,-0.44,1387891404366159360
5.7,-0.14,1332401663852598912
1.91,-0.03,1351842060224405632
7.98,-0.27,1332357820826755328
10.95,-0.09,1352034814060062592
11.96,-0.41,2624673652960028800
11.53,-0.24,1815739553723890816
7.4,0.32,1332402621629089664
7.77,-0.07,1332540133598823552
2.61,-0.01,1352604640257869696
8.92,-0.54,1387898241954085888
11.62,-0.35,2678697027214720128
7.4,-0.61,2678977918075889792
12.01,-0.44,2394374448531648640
3.89,0.23,2624740894968008704
11.69,-0.54,1815752056370339328
9.47,-0.4,1294428517959281152
10.4,-0.19,1830246647594878720
10.54,0.09,1815950552578328320
7.49,0.3,1387919098315817728
7.03,-0.31,1377233047884326016
11.85,-0.53,2682071217946499712
7.56,-0.06,1388007712080856576
8.51,0.1,1352617559519452032
8.03,-0.35,1295198760214422656
7.87,-0.47,1458381988177762816
7.22,-0.54,1331792981087706368
7.87,0.31,2042762007347091072
10.15,0.11,2677871873802863104
6.89,0.2,1815754598992554880
9.2,-0.19,1379128915168818944
11.87,-0.33,2624746942282495872
8.44,-0.08,1468793229421273472
11.58,-0.42,2413658164495922944
2.73,-0.16,1352788288762866560
2.89,-0.19,2038478997255685120
5.01,-0.39,1379691590244311296
10.51,-0.07,1332450660839587584
7.15,-0.38,1388031557739333632
9.01,0.21,2026406015995444608
9.27,0.07,2043516547200243456
8.66,-0.21,1387906724513453952
9.1,-0.55,1332404824948533504
8.82,-0.67,1294475041045057408
8.01,-0.11,1379824528071929856
9.45,0.05,1815694503807199232
10.91,-0.37,2413727158850563072
2.63,0.01,1331831189116575232
10.66,0.06,2038482158351696896
5.67,0.35,1830446277677842432
6.54,0.09,1332416060583001344
8.71,-0.12,1463122669999031040
5.6,0.25,2038479340852769152
10.78,0.04,1332591810645542784
7.12,-0.22,1352699851092801280
5.05,0.06,1830249293294400640
11.4,-0.05,1815965980102454784
2.37,-0.44,1332442517581572608
7.75,-0.27,1380434791385358848
9.93,-0.18,1815948765872732544
9.38,-0.04,2043528710547657088
7.93,-0.12,2038480749602292352
6.03,0.07,2677661149822519296
6.29,-0.17,1355621287847065728
6.34,0.05,1815713229865942912
8.22,-0.15,2364477151120303488
6.16,0.14,1352653736027551360
8.6,-0.28,1377360075837494912
9.7,-0.01,1815952962059656704
7.74,-0.43,2678765128216192512
11.36,-0.07,1815969420374359808
7.31,-0.33,1379871291675418496
5.77,-0.16,2042100479304314752
9.86,-0.09,1388011315557320064
11.79,-0.7,2413446650242078080
8.03,-0.39,1355615820352338304
8.77,-0.16,2623903518079585664
7.07,-0.33,1352041273690871808
5.87,0.07,1815696359234410368
9.11,0.39,2043582307437325184
5.15,0.09,1815971447599280640
9.86,0.04,2038497001758874496
1.64,0.13,2026497069300617216
3.79,0.08,1815779234925395328
10.8,-0.74,2677662799089951488
5.56,-0.12,1815765357887800064
4.23,-0.18,1379179733222405760
8.64,-0.07,2043585644635333248
7.2,0.06,1830460743127326848
9.73,-0.28,1816023532666225664
4.46,0.03,1376910890976300160
9.37,0.15,1380444446471360512
9.96,0.2,2026485558787461632
4.93,0.08,2043586434909333248
12.34,-0.3,1815693885332219776
6.12,0.05,1295284693919677440
6.79,-0.26,1352840653004132864
8.12,0.16,1830209573435983104
3.7,0.26,2390205688850298368
11.37,-0.18,2677593216324211840
11.73,-0.3,2394377643987316096
4.81,-0.12,2038491675999280512
6.85,-0.14,1295414882968173312
6.3,-0.28,1332558275540720768
9.99,-0.33,1388050008918838784
3.51,-0.31,1387914906427227904
11.89,-0.34,1815974398236751744
10.1,-0.55,2682078811448943488
5.65,-0.21,1377611275588396928
2.16,0.12,1351897516842190080
8.28,-0.1,2677581259135259904
5.81,-0.2,1332559065814714752
6.6,-0.26,1380404314297010048
5.33,0.22,1352483552243183872
7.57,-0.51,1388005719216131840
10.78,-0.05,2677581297790491392
7.55,-0.02,1830471806964521984
10.81,0.02,2364683648852334720
6.62,-0.99,1351912527751020672
3.09,-0.09,2027791709874848256
10.29,0.07,1355674128828343296
8.63,0.04,1830532005227524992
8.03,-0.29,1352844849188183552
11.47,0.03,2679000664222829568
10.75,0.25,1815995602495587328
6.56,0.35,2026488135768382848
11.62,-0.11,2677666162048763008
6.61,0.01,1352800215888103296
8.78,-0.32,1815770301391404160
5.88,-0.03,1377582898740711936
8.31,-0.29,1830259944814325504
6.58,0.06,1380495573761856512
9.46,-0.21,2679078003698813312
4.94,-0.1,1830216685901713792
9.9,-0.34,1379182894317886464
11.42,-0.69,2625110816206535296
8.75,-0.19,2043812895645000064
5.84,0.0,1815992853716454528
6.97,-0.07,1816044187167269248
5.11,-0.05,2026568743718596352
6.55,-0.63,1332589852140350848
9.55,-0.27,1380496020438456960
8.18,-0.37,1352137721476288512
4.01,0.01,2043561283580113536
9.78,-0.25,1830537915103794688
9.83,0.3,1816067070753359488
6.84,0.08,1376918587559037184
9.04,-0.19,2412645587301988608
5.83,-0.2,2027864689962540544
8.72,0.2,2038558093376328192
1.45,0.0,2038574860929143296
7.22,0.17,1295259370792558720
5.95,-0.07,2038761468659152640
4.74,-0.05,1377615849728374528
2.79,-0.01,2043595505880468864
7.8,-0.29,2677952589123390464
3.09,-0.28,1332609918227533696
10.42,-0.03,1814195422785567872
9.35,0.34,1815998935390270976
6.8,0.13,2038777823895049472
9.76,-0.59,2625130019005532416
8.63,0.23,2038588123785453440
6.07,0.02,1388427175766701568
2.91,0.08,2042781661118269184
4.13,0.23,2038766553900738176
9.85,-0.51,2678257772319477760
9.23,-0.3,1814195117843285760
9.75,-0.13,1332648847810933376
10.92,-0.47,2682086993362070784
11.51,0.14,2678029280059596160
3.58,0.32,1830480259460049664
6.75,-0.1,1331909185722753792
11.64,-0.55,1815793425495317504
4.54,0.02,1814195976836754304
7.25,-0.17,1295983914595624448
9.29,-0.31,1379901803123525760
5.87,0.04,2038768439386123392
5.14,-0.15,1830272657917683456
3.87,0.09,2038560086241079808
7.62,-0.23,1815793567233065472
7.34,0.08,2043552865444409984
1.73,0.09,2026514489688873600
7.78,-0.51,1352095428934835840
11.41,-0.29,1816004364228843904
6.26,-0.21,1379890876726321152
4.59,-0.2,2043811491193774976
10.28,0.21,2679172806512003968
6.05,-0.62,1468842260767886720
11.34,-0.55,1468895552722059392
7.32,0.28,2038768993441857792
8.56,0.0,1815983812807971456
10.09,-0.14,1817273647322147072
3.98,-0.14,1352687962623294592
9.29,0.19,1816056968989992704
9.88,0.09,1379949902460673408
3.68,-0.09,2026324514713038592
5.31,-0.02,1380089716532376448
2.23,-0.38,1380645824602272768
8.26,-0.04,2679437200403585792
6.73,-0.08,1816053013316912384
4.47,0.01,2026520296484762880
7.74,0.0,2038606678044787200
11.31,-0.54,2042875802498964864
10.32,-0.64,1332652520006226560
6.65,-0.36,1352817941217096960
6.7,0.09,1355648397680721152
2.69,0.26,2026578123927695232
4.84,0.23,2026566166737979776
6.12,0.07,2038602967192866176
7.13,-0.01,2038789712365071104
5.94,0.2,1352119343312641280
11.71,-0.3,1830294819943431168
9.55,-0.3,2027078332982062592
8.73,0.06,1380513475185563776
7.26,0.33,2038790055962436608
9.76,0.15,1817292304660192640
7.91,-0.04,1833583665384449024
10.44,-0.3,2043620966447101568
7.2,-0.21,1295639557001918080
9.82,0.33,1830379241823028736
7.9,-0.48,1380472587097603072
5.44,-0.09,2038604135424003328
11.27,-0.25,1380090128849231744
9.29,0.25,2026518131821289344
11.74,-0.05,2679082302961038336
7.89,0.24,1817507568421786496
6.32,-0.52,1332488387832362368
5.49,0.13,1331903894323078400
6.78,0.1,2364774122338945408
7.64,0.04,1833572601548402048
8.46,-0.3,2043881516341363456
7.39,-0.36,1379214814514822656
6.29,0.23,1353052519447103232
5.66,-0.1,1295990408586224256
6.42,0.06,1355872831195845504
9.75,0.12,2038672305147679488
8.37,-0.32,1745423410005790976
8.52,-0.69,2677960491863389056
9.35,-0.24,1816845043948767232
11.42,-0.02,1830305608901356160
9.87,0.33,1817577520551393536
8.58,0.17,2043649553747400576
10.33,-0.06,1458767431425076736
2.85,-0.28,1833574177789096576
5.66,-0.03,2390277118450898816
7.25,0.16,1463814606409766272
5.2,0.07,2038676668834523008
6.18,0.2,1817216335278351872
10.36,-0.71,1745348097754541440
9.09,-0.2,2391034548819126144
6.7,0.25,1463147890046631296
6.35,0.0,2026590596513197184
7.58,0.33,1830577772392014848
2.53,-0.34,2043572789792111488
5.54,-0.29,1830553720584291200
8.63,-0.24,1388117835042055296
8.58,-0.23,1332798823772338688
6.19,-0.63,2038614851340742528
9.65,0.1,2038614168468026624
6.39,-0.01,1817573775341874176
4.66,0.07,1814210098689248128
3.56,0.21,2026540122054941184
10.03,-0.14,2043641444851222016
6.52,-0.27,1458698235210046976
12.21,-0.37,1817577073874887424
10.03,-0.33,1352871374906358272
9.06,0.01,1458773311237401472
6.57,0.32,1332797007002501376
7.89,-0.28,2043624849097657472
8.86,-0.16,2043831591641099392
3.44,0.1,2026607948182145408
4.58,-0.14,1458432325194402688
8.44,-0.9,1332623662122964608
7.03,-0.27,1745616241152691584
10.8,-0.45,1817579620793545600
7.57,-0.45,1830575985685569024
6.45,-0.04,1745614690670043136
5.82,0.07,1352869416401248512
6.97,0.2,1745613591158416128
11.17,-0.42,2678336898501937792
6.98,-0.03,2043891549385072000
9.98,-0.1,2042886046002843008
2.75,-0.21,1352124943950004864
4.79,0.19,2038866643816913536
7.02,-0.25,1294501498043623680
1.94,0.09,2026607570224897152
4.69,-0.22,2028174924066212608
7.55,-0.04,1814207281190979456
8.22,0.12,2043889109843677568
11.27,-0.5,1389414983885394944
11.69,-0.39,1818351374877298816
6.45,-0.56,1745402592299623424
7.31,0.07,1830393569834027648
9.48,-0.7,1745424651251715712
9.44,0.19,2043629728180540928
10.04,-0.4,1745349953180399744
9.29,-0.11,1830303959634188416
1.22,-0.01,2027149938679186048
6.61,0.2,1830302688323816832
11.72,-0.41,1745424750035585664
11.02,-0.39,1745402729738570240
6.52,0.24,2043645361861653376
4.83,-0.11,2043672574772374272
7.72,-0.07,1817288731247621120
7.9,-0.21,1817233102831114752
6.42,0.0,2027926090825000192
10.36,-0.2,1745350361202020992
9.89,0.1,2682467183866874112
11.07,-0.25,1352733450620573952
8.71,0.24,2679462493466171136
6.34,-0.7,1332679183163196288
7.0,-0.04,1830649618606952448
7.3,-0.49,1742705146679326592
9.77,-0.43,2091932751454353536
6.64,0.0,1830598456960316800
8.59,-0.21,1355748448942957056
8.85,-0.44,2043643781313526400
10.66,-0.02,2026605165042548864
8.54,0.26,1352754105119765120
9.86,-0.17,1745725883077797888
2.55,0.03,2043631343088471296
9.92,-0.04,1355716567401725952
4.99,-0.13,1332671662677269760
10.96,-0.34,2629850879553564800
3.08,-0.24,2026599152088274560
5.73,0.22,2026543454949725568
9.67,-0.42,1745990487422980352
8.5,-0.49,2391034033423051008
6.45,-0.59,1352874050669837184
2.96,-0.08,1746012374576332544
9.43,-0.33,2679091403996764544
10.79,0.27,1817308208922376192
7.09,-0.14,1380523336430514688
7.09,-0.12,1746064047327083392
8.07,0.12,1355890187159437184
6.84,-0.08,1745795942584347904
5.59,-0.01,2038686014683530240
1.57,-0.13,2038692469994311296
12.46,-0.46,1817586836338597632
4.23,-0.02,1817500004983566208
6.72,-0.52,1332718701159139328
5.54,0.1,1742420373167616256
9.88,-0.26,1742705730793860736
11.8,-0.57,2412655723424806400
3.36,0.09,1830345328760389120
11.5,-0.36,1742701435827575936
4.62,0.01,1379972103147764480
4.21,0.18,1830656451885109120
5.21,-0.4,1355893279535889024
9.34,0.06,2679178402853933056
4.96,0.11,1352885565478241408
1.88,-0.11,2042847460015717504
5.47,-0.07,1380144481659012096
0.89,-0.04,2026615679123218176
2.68,-0.13,2032531532713699712
6.0,-0.43,1380111809844132096
10.07,-0.02,1833761442673063936
7.05,-0.36,1355719934656101504
5.97,0.04,2043903094257368832
4.67,-0.09,2038638048487063936
6.19,0.17,1332814221231943552
2.78,0.17,2026600354679052800
6.27,0.23,2032340423869187200
5.23,-0.24,1830328733006584320
9.57,-0.27,2042908654710615424
6.44,0.32,2365527116005730816
6.67,-0.2,2026596398979037568
6.3,0.03,2043837600294600704
5.23,-0.08,1830345947235728768
10.38,0.06,1818339658206563584
1.34,-0.02,2027991786648130560
9.87,-1.57,2678339853439444992
6.71,0.14,2038689897335018880
8.49,0.21,1745994748030571776
8.07,0.31,2026600938794601984
12.08,-0.45,1745785084907065344
8.32,0.04,1818360102251067136
7.07,0.13,2043853925471240832
11.56,-0.44,1746009140465998976
3.39,0.16,2032549262339857280
5.04,-0.47,1458721977788807552
11.05,-0.03,2678292956691604608
2.71,0.28,2042912812239366784
9.33,-0.25,2032345818347936000
9.97,-0.04,1382783584443580160
3.43,0.03,2032537442588844672
9.19,-0.29,2679470598069271936
7.81,-0.52,1458816089112024448
6.07,-0.48,1332696367329669120
8.75,-0.1,1817541511547547136
7.68,0.21,2026601763428358656
4.09,0.08,1818359930455842304
6.98,-0.39,2042916557451215616
10.85,-0.13,2678339995173432064
6.34,0.22,1830347149826587136
8.13,-0.48,2364498041841273600
7.96,0.02,2038955085786047488
2.27,-0.17,2032350766150944128
4.19,-0.13,2026601866507906304
2.28,-0.25,2028014257919151104
11.36,-0.11,1818341032596110080
4.9,0.2,2038710684977352448
3.82,0.02,1833678429542008576
5.08,0.43,2043858082999597696
7.85,-0.61,1382784482093257344
5.29,0.14,2038947767161460736
7.55,-0.02,2043727962671771136
5.32,-0.3,2043859079431999872
11.71,-0.2,2605944541828093312
12.12,-0.27,1817333428967946112
7.03,0.06,1830404358792615424
5.32,0.02,1332642731777800832
5.45,-0.1,1830351066836426496
3.11,0.16,1830348146258636544
10.08,-0.05,2413714931079273984
10.88,0.03,1745992239769661312
9.71,-0.41,2391036816561856640
3.62,-0.17,2038630008307954816
8.86,0.12,1833749073166712960
6.17,0.04,1380540550659464832
9.53,0.07,2629926848935104640
10.75,-0.19,2038949210270552192
7.67,0.04,1742709922683072640
5.55,0.04,1355754156955217536
11.0,-0.47,1818364942673570176
9.53,0.18,1742626497238243456
11.86,-0.01,1745788344786987264
